drug,activity_chembl_id,molecule_chembl_id,assay_chembl_id,target_chembl_id,target_pref_name,target_organism,bao_label,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,activity_comment,src_id,document_chembl_id
DACTOLISIB,,CHEMBL1879463,CHEMBL4480261,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,169.0,nM,6.77,,,1,CHEMBL4477271
DACTOLISIB,,CHEMBL1879463,CHEMBL4480260,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,204.0,nM,6.69,,,1,CHEMBL4477271
DACTOLISIB,,CHEMBL1879463,CHEMBL4480259,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,421.0,nM,6.38,,,1,CHEMBL4477271
DACTOLISIB,,CHEMBL1879463,CHEMBL4480258,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,89.0,nM,7.05,,,1,CHEMBL4477271
DACTOLISIB,,CHEMBL1879463,CHEMBL4480257,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,350.0,nM,6.46,,,1,CHEMBL4477271
DACTOLISIB,,CHEMBL1879463,CHEMBL4480256,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,370.0,nM,6.43,,,1,CHEMBL4477271
DACTOLISIB,,CHEMBL1879463,CHEMBL4623295,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.7,nM,7.68,,,1,CHEMBL4622845
DACTOLISIB,,CHEMBL1879463,CHEMBL4711311,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,56.75,nM,7.25,,,1,CHEMBL4706599
DACTOLISIB,,CHEMBL1879463,CHEMBL4711312,CHEMBL614628,Raji,Homo sapiens,cell-based format,IC50,=,300.0,nM,6.52,,,1,CHEMBL4706599
DACTOLISIB,,CHEMBL1879463,CHEMBL4711313,CHEMBL614629,Ramos,Homo sapiens,cell-based format,IC50,=,600.0,nM,6.22,,,1,CHEMBL4706599
DACTOLISIB,,CHEMBL1879463,CHEMBL4711319,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,49.2,nM,7.31,,,1,CHEMBL4706599
DACTOLISIB,,CHEMBL1879463,CHEMBL4711320,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,2927.0,nM,5.53,,,1,CHEMBL4706599
DACTOLISIB,,CHEMBL1879463,CHEMBL4711321,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,656.6,nM,6.18,,,1,CHEMBL4706599
DACTOLISIB,,CHEMBL1879463,CHEMBL4813534,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,54.0,nM,7.27,,,1,CHEMBL4811304
DACTOLISIB,,CHEMBL1879463,CHEMBL4813535,CHEMBL1865,Histone deacetylase 6,Homo sapiens,single protein format,IC50,=,2.0,nM,8.7,,,1,CHEMBL4811304
DACTOLISIB,,CHEMBL1879463,CHEMBL4827962,CHEMBL4296422,HCC827,Homo sapiens,cell-based format,IC50,=,530.0,nM,6.28,,,1,CHEMBL4825737
DACTOLISIB,,CHEMBL1879463,CHEMBL4827964,CHEMBL614910,SH-SY5Y,Homo sapiens,cell-based format,IC50,=,790.0,nM,6.1,,,1,CHEMBL4825737
DACTOLISIB,,CHEMBL1879463,CHEMBL4827965,CHEMBL613888,HEL,Homo sapiens,cell-based format,IC50,=,290.0,nM,6.54,,,1,CHEMBL4825737
DACTOLISIB,,CHEMBL1879463,CHEMBL5112157,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,23.7,nM,7.62,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112158,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,28.7,nM,7.54,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112159,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,61.3,nM,7.21,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112160,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,235.6,nM,6.63,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112161,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,39.2,nM,7.41,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112163,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1010.0,nM,6.0,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112164,CHEMBL612263,HCT-15,Homo sapiens,cell-based format,IC50,=,910.0,nM,6.04,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112165,CHEMBL4296475,NCI-H3122,Homo sapiens,cell-based format,IC50,=,960.0,nM,6.02,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112166,CHEMBL399,HeLa,Homo sapiens,cell-based format,IC50,=,1090.0,nM,5.96,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112167,CHEMBL612262,SW-620,Homo sapiens,cell-based format,IC50,=,870.0,nM,6.06,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5112168,CHEMBL612440,NCI-H446,Homo sapiens,cell-based format,IC50,=,870.0,nM,6.06,,,1,CHEMBL5108059
DACTOLISIB,,CHEMBL1879463,CHEMBL5127274,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,assay format,IC50,=,4.0,nM,8.4,,,1,CHEMBL5126514
DACTOLISIB,,CHEMBL1879463,CHEMBL5127275,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,assay format,IC50,=,75.0,nM,7.12,,,1,CHEMBL5126514
DACTOLISIB,,CHEMBL1879463,CHEMBL5127276,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,assay format,IC50,=,7.0,nM,8.15,,,1,CHEMBL5126514
DACTOLISIB,,CHEMBL1879463,CHEMBL5127277,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,assay format,IC50,=,5.0,nM,8.3,,,1,CHEMBL5126514
DACTOLISIB,,CHEMBL1879463,CHEMBL5127278,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.7,nM,7.68,,,1,CHEMBL5126514
DACTOLISIB,,CHEMBL1879463,CHEMBL5131843,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,4.0,nM,8.4,,,1,CHEMBL5131375
DACTOLISIB,,CHEMBL1879463,CHEMBL5138978,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,1.9,nM,8.72,,,1,CHEMBL5137017
DACTOLISIB,,CHEMBL1879463,CHEMBL5138982,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,8.6,nM,8.07,,,1,CHEMBL5137017
DACTOLISIB,,CHEMBL1879463,CHEMBL5225434,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,4.0,nM,8.4,,,1,CHEMBL5223150
DACTOLISIB,,CHEMBL1879463,CHEMBL5225435,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,75.0,nM,7.12,,,1,CHEMBL5223150
DACTOLISIB,,CHEMBL1879463,CHEMBL5225436,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,1,CHEMBL5223150
DACTOLISIB,,CHEMBL1879463,CHEMBL5225437,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,5.0,nM,8.3,,,1,CHEMBL5223150
DACTOLISIB,,CHEMBL1879463,CHEMBL5225438,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,6.0,nM,8.22,,,1,CHEMBL5223150
DACTOLISIB,,CHEMBL1879463,CHEMBL5231739,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,assay format,IC50,=,4.0,nM,8.4,,,1,CHEMBL5230127
DACTOLISIB,,CHEMBL1879463,CHEMBL5231740,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,assay format,IC50,=,75.0,nM,7.12,,,1,CHEMBL5230127
DACTOLISIB,,CHEMBL1879463,CHEMBL5231741,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,assay format,IC50,=,7.0,nM,8.15,,,1,CHEMBL5230127
DACTOLISIB,,CHEMBL1879463,CHEMBL5231742,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,assay format,IC50,=,5.0,nM,8.3,,,1,CHEMBL5230127
DACTOLISIB,,CHEMBL1879463,CHEMBL5231743,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.7,nM,7.68,,,1,CHEMBL5230127
DACTOLISIB,,CHEMBL1879463,CHEMBL5245700,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.0,nM,7.7,,,1,CHEMBL5244238
DACTOLISIB,,CHEMBL1879463,CHEMBL5347353,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.7,nM,7.68,,,1,CHEMBL5346869
DACTOLISIB,,CHEMBL1879463,CHEMBL5347398,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,4.0,nM,8.4,,,1,CHEMBL5346869
DACTOLISIB,,CHEMBL1879463,CHEMBL5347399,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,75.0,nM,7.12,,,1,CHEMBL5346869
DACTOLISIB,,CHEMBL1879463,CHEMBL5347400,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,5.0,nM,8.3,,,1,CHEMBL5346869
DACTOLISIB,,CHEMBL1879463,CHEMBL5347401,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,1,CHEMBL5346869
DACTOLISIB,,CHEMBL1879463,CHEMBL5351023,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,2.0,nM,8.7,,,1,CHEMBL5346961
DACTOLISIB,,CHEMBL1879463,CHEMBL5351024,CHEMBL3797,Serine-protein kinase ATM,Homo sapiens,assay format,IC50,=,7.0,nM,8.15,,,1,CHEMBL5346961
DACTOLISIB,,CHEMBL1879463,CHEMBL5351025,CHEMBL5024,Serine/threonine-protein kinase ATR,Homo sapiens,assay format,IC50,=,21.0,nM,7.68,,,1,CHEMBL5346961
DACTOLISIB,,CHEMBL1879463,CHEMBL5351026,CHEMBL3142,DNA-dependent protein kinase catalytic subunit,Homo sapiens,single protein format,IC50,=,2.0,nM,8.7,,,1,CHEMBL5346961
DACTOLISIB,,CHEMBL1879463,CHEMBL5505637,CHEMBL3142,DNA-dependent protein kinase catalytic subunit,Homo sapiens,single protein format,IC50,=,0.8,nM,9.1,,,1,CHEMBL5500428
DACTOLISIB,,CHEMBL1879463,CHEMBL5505638,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,1.4,nM,8.85,,,1,CHEMBL5500428
DACTOLISIB,,CHEMBL1879463,CHEMBL5505639,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,4.3,nM,8.37,,,1,CHEMBL5500428
DACTOLISIB,,CHEMBL1879463,CHEMBL5514045,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.7,nM,7.68,,,1,CHEMBL5512630
DACTOLISIB,,CHEMBL1879463,CHEMBL5519906,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,75.0,nM,7.12,,,1,CHEMBL5518190
DACTOLISIB,,CHEMBL1879463,CHEMBL5519907,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,5.0,nM,8.3,,,1,CHEMBL5518190
DACTOLISIB,,CHEMBL1879463,CHEMBL5519908,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,1,CHEMBL5518190
DACTOLISIB,,CHEMBL1879463,CHEMBL5519924,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,4.0,nM,8.4,,,1,CHEMBL5518190
DACTOLISIB,,CHEMBL1879463,CHEMBL5622306,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,78.07,nM,7.11,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622307,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,0.45,nM,9.35,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622308,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,19.32,nM,7.71,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622309,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,1000.0,nM,6.0,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622310,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,267.18,nM,6.57,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622316,CHEMBL383,HL-60,Homo sapiens,cell-based format,IC50,=,510.0,nM,6.29,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622318,CHEMBL613835,MV4-11,Homo sapiens,cell-based format,IC50,=,30.0,nM,7.52,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622319,CHEMBL612264,KG-1,Homo sapiens,cell-based format,IC50,=,1310.0,nM,5.88,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5622320,CHEMBL614489,EOL1,Homo sapiens,cell-based format,IC50,=,1050.0,nM,5.98,,,1,CHEMBL5620391
DACTOLISIB,,CHEMBL1879463,CHEMBL5654100,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,4.0,nM,8.4,,,72,CHEMBL5653604
DACTOLISIB,,CHEMBL1879463,CHEMBL5654101,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,76.0,nM,7.12,,,72,CHEMBL5653604
DACTOLISIB,,CHEMBL1879463,CHEMBL5654102,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,5.0,nM,8.3,,,72,CHEMBL5653604
DACTOLISIB,,CHEMBL1879463,CHEMBL5654103,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,72,CHEMBL5653604
DACTOLISIB,,CHEMBL1879463,CHEMBL5657142,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,6.0,nM,8.22,,,72,CHEMBL5653618
DOCETAXEL,,CHEMBL3545252,CHEMBL709830,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1131906
DOCETAXEL,,CHEMBL3545252,CHEMBL710152,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1131906
DOCETAXEL,,CHEMBL3545252,CHEMBL625298,CHEMBL613106,A121,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL620416,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL695464,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL710206,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL712104,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL622690,CHEMBL614004,A2780,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL884003,CHEMBL614004,A2780,Homo sapiens,cell-based format,IC50,=,122.0,nM,6.91,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL619473,CHEMBL614004,A2780,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL874368,CHEMBL614004,A2780,Homo sapiens,cell-based format,IC50,=,1.4,nM,8.85,,,1,CHEMBL1129422
DOCETAXEL,,CHEMBL3545252,CHEMBL692313,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,3.0,nM,8.52,,,1,CHEMBL1151531
DOCETAXEL,,CHEMBL3545252,CHEMBL884106,CHEMBL613106,A121,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1130555
DOCETAXEL,,CHEMBL3545252,CHEMBL620270,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1130555
DOCETAXEL,,CHEMBL3545252,CHEMBL694396,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1130555
DOCETAXEL,,CHEMBL3545252,CHEMBL873874,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1130555
DOCETAXEL,,CHEMBL3545252,CHEMBL710149,CHEMBL614327,MCF7R,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1130555
DOCETAXEL,,CHEMBL3545252,CHEMBL624717,CHEMBL613106,A121,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1130283
DOCETAXEL,,CHEMBL3545252,CHEMBL623376,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1130283
DOCETAXEL,,CHEMBL3545252,CHEMBL690838,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1130283
DOCETAXEL,,CHEMBL3545252,CHEMBL709720,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1130283
DOCETAXEL,,CHEMBL3545252,CHEMBL707798,CHEMBL614327,MCF7R,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1130283
DOCETAXEL,,CHEMBL3545252,CHEMBL802900,CHEMBL614913,SK-LU-1,Homo sapiens,cell-based format,IC50,=,1.8,nM,8.74,,,1,CHEMBL1131746
DOCETAXEL,,CHEMBL3545252,CHEMBL752285,CHEMBL614213,OVCAR-3,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1131746
DOCETAXEL,,CHEMBL3545252,CHEMBL802896,CHEMBL613834,SK-BR-3,Homo sapiens,cell-based format,IC50,=,4.7,nM,8.33,,,1,CHEMBL1131746
DOCETAXEL,,CHEMBL3545252,CHEMBL812866,CHEMBL614647,WiDr,Homo sapiens,cell-based format,IC50,=,0.43,nM,9.37,,,1,CHEMBL1131746
DOCETAXEL,,CHEMBL3545252,CHEMBL625961,CHEMBL613106,A121,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1127920
DOCETAXEL,,CHEMBL3545252,CHEMBL620426,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1127920
DOCETAXEL,,CHEMBL3545252,CHEMBL692230,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1127920
DOCETAXEL,,CHEMBL3545252,CHEMBL709982,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1127920
DOCETAXEL,,CHEMBL3545252,CHEMBL884010,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1135685
DOCETAXEL,,CHEMBL3545252,CHEMBL709717,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1135685
DOCETAXEL,,CHEMBL3545252,CHEMBL707792,CHEMBL613829,NCI/ADR-RES,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1135685
DOCETAXEL,,CHEMBL3545252,CHEMBL705475,CHEMBL398,KB,Homo sapiens,cell-based format,IC50,=,4.4,nM,8.36,,,1,CHEMBL1135135
DOCETAXEL,,CHEMBL3545252,CHEMBL705476,CHEMBL398,KB,Homo sapiens,cell-based format,IC50,=,200.0,nM,6.7,,,1,CHEMBL1135135
DOCETAXEL,,CHEMBL3545252,CHEMBL623380,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,4.1,nM,8.39,,,1,CHEMBL1135135
DOCETAXEL,,CHEMBL3545252,CHEMBL623381,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,98.0,nM,7.01,,,1,CHEMBL1135135
DOCETAXEL,,CHEMBL3545252,CHEMBL705874,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,7.9,nM,8.1,,,1,CHEMBL1135135
DOCETAXEL,,CHEMBL3545252,CHEMBL705870,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,4200.0,nM,5.38,,,1,CHEMBL1135135
DOCETAXEL,,CHEMBL3545252,CHEMBL625297,CHEMBL613106,A121,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1130282
DOCETAXEL,,CHEMBL3545252,CHEMBL621439,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1130282
DOCETAXEL,,CHEMBL3545252,CHEMBL690102,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1130282
DOCETAXEL,,CHEMBL3545252,CHEMBL715281,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1130282
DOCETAXEL,,CHEMBL3545252,CHEMBL707793,CHEMBL614327,MCF7R,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1130282
DOCETAXEL,,CHEMBL3545252,CHEMBL625960,CHEMBL613106,A121,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1151062
DOCETAXEL,,CHEMBL3545252,CHEMBL619509,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1151062
DOCETAXEL,,CHEMBL3545252,CHEMBL692228,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,1.2,nM,8.92,,,1,CHEMBL1151062
DOCETAXEL,,CHEMBL3545252,CHEMBL709981,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1151062
DOCETAXEL,,CHEMBL3545252,CHEMBL709980,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,235.0,nM,6.63,,,1,CHEMBL1151062
DOCETAXEL,,CHEMBL3545252,CHEMBL619464,CHEMBL614004,A2780,Homo sapiens,cell-based format,IC50,=,1.8,nM,8.74,,,1,CHEMBL1130131
DOCETAXEL,,CHEMBL3545252,CHEMBL837825,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1137139
DOCETAXEL,,CHEMBL3545252,CHEMBL837826,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1137139
DOCETAXEL,,CHEMBL3545252,CHEMBL874940,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1000.0,nM,6.0,,,1,CHEMBL1138706
DOCETAXEL,,CHEMBL3545252,CHEMBL834111,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1000.0,nM,6.0,,,1,CHEMBL1138706
DOCETAXEL,,CHEMBL3545252,CHEMBL835246,CHEMBL398,KB,Homo sapiens,cell-based format,IC50,=,0.3,nM,9.52,,,1,CHEMBL1138846
DOCETAXEL,,CHEMBL3545252,CHEMBL835245,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,2.2,nM,8.66,,,1,CHEMBL1138846
DOCETAXEL,,CHEMBL3545252,CHEMBL835229,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1138846
DOCETAXEL,,CHEMBL3545252,CHEMBL866438,CHEMBL614328,MCF7S,Homo sapiens,cell-based format,IC50,=,1.0,nM,9.0,,,1,CHEMBL1138108
