drug,activity_chembl_id,molecule_chembl_id,assay_chembl_id,target_chembl_id,target_pref_name,target_organism,bao_label,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,activity_comment,src_id,document_chembl_id
DACTOLISIB,,CHEMBL1879463,CHEMBL3616149,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,290.0,nM,6.54,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616150,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,480.0,nM,6.32,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616151,CHEMBL614247,U-87 MG,Homo sapiens,cell-based format,IC50,=,1410.0,nM,5.85,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616152,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,760.0,nM,6.12,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616330,CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens,protein complex format,IC50,=,49.0,nM,7.31,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616331,CHEMBL3038510,PI3K p110 beta/p85 alpha,Homo sapiens,protein complex format,IC50,=,478.0,nM,6.32,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616332,CHEMBL3430881,PI3-kinase subunit gamma/Phosphoinositide 3-kinase regulatory subunit 5,Homo sapiens,protein complex format,IC50,=,72.0,nM,7.14,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616333,CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,protein complex format,IC50,=,138.0,nM,6.86,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3616334,CHEMBL4296661,mTORC1,Homo sapiens,protein complex format,IC50,=,44.0,nM,7.36,,,1,CHEMBL3612008
DACTOLISIB,,CHEMBL1879463,CHEMBL3738862,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,21.0,nM,7.68,,,1,CHEMBL3734757
DACTOLISIB,,CHEMBL1879463,CHEMBL3738865,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,50.0,nM,7.3,,,1,CHEMBL3734757
DACTOLISIB,,CHEMBL1879463,CHEMBL3768630,CHEMBL3797,Serine-protein kinase ATM,Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,1,CHEMBL3763144
DACTOLISIB,,CHEMBL1879463,CHEMBL3784491,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,21.0,nM,7.68,,,1,CHEMBL3779897
DACTOLISIB,,CHEMBL1879463,CHEMBL3784494,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,50.0,nM,7.3,,,1,CHEMBL3779897
DACTOLISIB,,CHEMBL1879463,CHEMBL3784495,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,35.0,nM,7.46,,,1,CHEMBL3779897
DACTOLISIB,,CHEMBL1879463,CHEMBL3861267,CHEMBL1075102,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,Homo sapiens,single protein format,IC50,=,34.0,nM,7.47,,,1,CHEMBL3860068
DACTOLISIB,,CHEMBL1879463,CHEMBL3861268,CHEMBL5554,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,Homo sapiens,single protein format,IC50,=,44.0,nM,7.36,,,1,CHEMBL3860068
DACTOLISIB,,CHEMBL1879463,CHEMBL3861269,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,1,CHEMBL3860068
DACTOLISIB,,CHEMBL1879463,CHEMBL3861271,CHEMBL1075165,Phosphatidylinositol 3-kinase catalytic subunit type 3,Homo sapiens,single protein format,IC50,=,450.0,nM,6.35,,,1,CHEMBL3860068
DACTOLISIB,,CHEMBL1879463,CHEMBL3861272,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,2.0,nM,8.7,,,1,CHEMBL3860068
DACTOLISIB,,CHEMBL1879463,CHEMBL3868759,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,assay format,IC50,=,21.0,nM,7.68,,,1,CHEMBL3868583
DACTOLISIB,,CHEMBL1879463,CHEMBL3868758,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,assay format,IC50,=,5.0,nM,8.3,,,1,CHEMBL3868583
DACTOLISIB,,CHEMBL1879463,CHEMBL3868757,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,assay format,IC50,=,7.0,nM,8.15,,,1,CHEMBL3868583
DACTOLISIB,,CHEMBL1879463,CHEMBL3868756,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,assay format,IC50,=,76.0,nM,7.12,,,1,CHEMBL3868583
DACTOLISIB,,CHEMBL1879463,CHEMBL3868755,CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens,assay format,IC50,=,4.0,nM,8.4,,,1,CHEMBL3868583
DACTOLISIB,,CHEMBL1879463,CHEMBL3888152,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,32.5,nM,7.49,,375925,37,CHEMBL3886601
DACTOLISIB,,CHEMBL1879463,CHEMBL3888153,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,3.23,nM,8.49,,375941,37,CHEMBL3886601
DACTOLISIB,,CHEMBL1879463,CHEMBL3993901,CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens,protein complex format,IC50,=,35.15,nM,7.45,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL3993902,CHEMBL390,PC-3,Homo sapiens,cell-based format,IC50,=,510.0,nM,6.29,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL3993907,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,20.74,nM,7.68,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL3993905,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,89.06,nM,7.05,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL3993904,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,assay format,IC50,=,25.53,nM,7.59,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL3993900,CHEMBL3038510,PI3K p110 beta/p85 alpha,Homo sapiens,cell-based format,IC50,=,16.23,nM,7.79,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL3993903,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,220.0,nM,6.66,,,1,CHEMBL3992539
DACTOLISIB,,CHEMBL1879463,CHEMBL4000379,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,560.0,nM,6.25,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4000380,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1090.0,nM,5.96,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4000381,CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens,protein complex format,IC50,=,89.0,nM,7.05,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4000382,CHEMBL3038510,PI3K p110 beta/p85 alpha,Homo sapiens,protein complex format,IC50,=,421.0,nM,6.38,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4000383,CHEMBL3430881,PI3-kinase subunit gamma/Phosphoinositide 3-kinase regulatory subunit 5,Homo sapiens,protein complex format,IC50,=,169.0,nM,6.77,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4000384,CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,protein complex format,IC50,=,204.0,nM,6.69,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4000385,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,97.0,nM,7.01,,,1,CHEMBL4000150
DACTOLISIB,,CHEMBL1879463,CHEMBL4028921,CHEMBL6020,Bile salt export pump,Homo sapiens,cell-based format,IC50,=,7900.0,nM,5.1,,,1,CHEMBL4028801
DACTOLISIB,,CHEMBL1879463,CHEMBL4118541,CHEMBL614997,NCI-H23,Homo sapiens,cell-based format,IC50,=,1000.0,nM,6.0,,,1,CHEMBL4118021
DACTOLISIB,,CHEMBL1879463,CHEMBL4196428,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,620.0,nM,6.21,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196429,CHEMBL614072,BT-549,Homo sapiens,cell-based format,IC50,=,740.0,nM,6.13,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196430,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,840.0,nM,6.08,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196431,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1330.0,nM,5.88,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196432,CHEMBL614912,SK-HEP1,Homo sapiens,cell-based format,IC50,=,1820.0,nM,5.74,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196433,CHEMBL614935,SNU-638,Homo sapiens,cell-based format,IC50,=,1240.0,nM,5.91,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196435,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,16.4,nM,7.79,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196436,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,35.9,nM,7.45,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196437,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,23.6,nM,7.63,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4196438,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,78.4,nM,7.11,,,1,CHEMBL4196007
DACTOLISIB,,CHEMBL1879463,CHEMBL4221221,CHEMBL614935,SNU-638,Homo sapiens,cell-based format,IC50,=,1240.0,nM,5.91,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221220,CHEMBL400,MDA-MB-231,Homo sapiens,cell-based format,IC50,=,180.0,nM,6.75,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221219,CHEMBL614912,SK-HEP1,Homo sapiens,cell-based format,IC50,=,1820.0,nM,5.74,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221218,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,840.0,nM,6.08,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221222,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,620.0,nM,6.21,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221223,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,1330.0,nM,5.88,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221226,CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens,cell-based format,IC50,=,16.4,nM,7.79,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221227,CHEMBL3038510,PI3K p110 beta/p85 alpha,Homo sapiens,cell-based format,IC50,=,35.9,nM,7.45,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221228,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,cell-based format,IC50,=,23.6,nM,7.63,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4221229,CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,cell-based format,IC50,=,78.4,nM,7.11,,,1,CHEMBL4219088
DACTOLISIB,,CHEMBL1879463,CHEMBL4233133,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,78.4,nM,7.11,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233125,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,23.6,nM,7.63,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233124,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,35.9,nM,7.45,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233123,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,16.4,nM,7.79,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233130,CHEMBL614935,SNU-638,Homo sapiens,cell-based format,IC50,=,1240.0,nM,5.91,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233129,CHEMBL400,MDA-MB-231,Homo sapiens,cell-based format,IC50,=,560.0,nM,6.25,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233128,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,840.0,nM,6.08,,,1,CHEMBL4229415
DACTOLISIB,,CHEMBL1879463,CHEMBL4233143,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,30.0,nM,7.52,,,1,CHEMBL4229417
DACTOLISIB,,CHEMBL1879463,CHEMBL4235174,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,4.0,nM,8.4,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235175,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,6.0,nM,8.22,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235176,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,5.0,nM,8.3,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235177,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,7.0,nM,8.15,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235179,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,6.0,nM,8.22,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235181,CHEMBL614628,Raji,Homo sapiens,cell-based format,IC50,=,4300.0,nM,5.37,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235183,CHEMBL383,HL-60,Homo sapiens,cell-based format,IC50,=,1000.0,nM,6.0,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235185,CHEMBL385,K562,Homo sapiens,cell-based format,IC50,=,5700.0,nM,5.24,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4235190,CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,protein complex format,IC50,=,22.0,nM,7.66,,,1,CHEMBL4229497
DACTOLISIB,,CHEMBL1879463,CHEMBL4268350,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,EC50,=,40.0,nM,7.4,,,1,CHEMBL4265945
DACTOLISIB,,CHEMBL1879463,CHEMBL4268352,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,EC50,=,15.0,nM,7.82,,,1,CHEMBL4265945
DACTOLISIB,,CHEMBL1879463,CHEMBL4268353,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,EC50,=,67.0,nM,7.17,,,1,CHEMBL4265945
DACTOLISIB,,CHEMBL1879463,CHEMBL4268354,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,EC50,=,93.0,nM,7.03,,,1,CHEMBL4265945
DACTOLISIB,,CHEMBL1879463,CHEMBL4273924,CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens,cell-based format,EC50,=,40.0,nM,7.4,,,1,CHEMBL4270587
DACTOLISIB,,CHEMBL1879463,CHEMBL4273926,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,EC50,=,15.0,nM,7.82,,,1,CHEMBL4270587
DACTOLISIB,,CHEMBL1879463,CHEMBL4273927,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,EC50,=,67.0,nM,7.17,,,1,CHEMBL4270587
DACTOLISIB,,CHEMBL1879463,CHEMBL4273928,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,EC50,=,93.0,nM,7.03,,,1,CHEMBL4270587
DACTOLISIB,,CHEMBL1879463,CHEMBL4305778,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,421.0,nM,6.38,,,1,CHEMBL4304761
DACTOLISIB,,CHEMBL1879463,CHEMBL4305779,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,169.0,nM,6.77,,,1,CHEMBL4304761
DACTOLISIB,,CHEMBL1879463,CHEMBL4305780,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,204.0,nM,6.69,,,1,CHEMBL4304761
DACTOLISIB,,CHEMBL1879463,CHEMBL4305781,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,370.0,nM,6.43,,,1,CHEMBL4304761
DACTOLISIB,,CHEMBL1879463,CHEMBL4305782,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,350.0,nM,6.46,,,1,CHEMBL4304761
DACTOLISIB,,CHEMBL1879463,CHEMBL4305783,CHEMBL4296496,SU-DHL-6,Homo sapiens,cell-based format,IC50,=,70.0,nM,7.16,,,1,CHEMBL4304761
DACTOLISIB,,CHEMBL1879463,CHEMBL4363184,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,240.0,nM,6.62,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363185,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,380.0,nM,6.42,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363186,CHEMBL614039,Huh-7,Homo sapiens,cell-based format,IC50,=,530.0,nM,6.28,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363187,CHEMBL383,HL-60,Homo sapiens,cell-based format,IC50,=,910.0,nM,6.04,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363188,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,11.0,nM,7.96,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363189,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,64.0,nM,7.19,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363190,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,27.0,nM,7.57,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363191,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,21.0,nM,7.68,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4363193,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,12.0,nM,7.92,,,1,CHEMBL4359902
DACTOLISIB,,CHEMBL1879463,CHEMBL4366254,CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,assay format,IC50,=,80.5,nM,7.09,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366253,CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,assay format,IC50,=,80.0,nM,7.1,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366252,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,1.43,nM,8.85,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366251,CHEMBL392,A549,Homo sapiens,cell-based format,IC50,=,1080.0,nM,5.97,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366250,CHEMBL399,HeLa,Homo sapiens,cell-based format,IC50,=,1170.0,nM,5.93,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366249,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,1700.0,nM,5.77,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366248,CHEMBL395,HepG2,Homo sapiens,cell-based format,IC50,=,4040.0,nM,5.39,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366247,CHEMBL613859,A-375,Homo sapiens,cell-based format,IC50,=,580.0,nM,6.24,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366246,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,450.0,nM,6.35,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366243,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,assay format,IC50,=,104.2,nM,6.98,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4366242,CHEMBL3038510,PI3K p110 beta/p85 alpha,Homo sapiens,assay format,IC50,=,703.9,nM,6.15,,,1,CHEMBL4364276
DACTOLISIB,,CHEMBL1879463,CHEMBL4392571,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,79.0,nM,7.1,,,1,CHEMBL4390691
DACTOLISIB,,CHEMBL1879463,CHEMBL4392572,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,6.0,nM,8.22,,,1,CHEMBL4390691
DACTOLISIB,,CHEMBL1879463,CHEMBL4392573,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,14.0,nM,7.85,,,1,CHEMBL4390691
DACTOLISIB,,CHEMBL1879463,CHEMBL4392570,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,5.0,nM,8.3,,,1,CHEMBL4390691
DACTOLISIB,,CHEMBL1879463,CHEMBL4392569,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,8.0,nM,8.1,,,1,CHEMBL4390691
DACTOLISIB,,CHEMBL1879463,CHEMBL4399814,CHEMBL614629,Ramos,Homo sapiens,cell-based format,IC50,=,400.0,nM,6.4,,,1,CHEMBL4396940
DACTOLISIB,,CHEMBL1879463,CHEMBL4399815,CHEMBL614628,Raji,Homo sapiens,cell-based format,IC50,=,520.0,nM,6.28,,,1,CHEMBL4396940
DACTOLISIB,,CHEMBL1879463,CHEMBL4399816,CHEMBL394,HCT-116,Homo sapiens,cell-based format,IC50,=,300.0,nM,6.52,,,1,CHEMBL4396940
DACTOLISIB,,CHEMBL1879463,CHEMBL4399817,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,200.0,nM,6.7,,,1,CHEMBL4396940
DACTOLISIB,,CHEMBL1879463,CHEMBL4423374,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,22.0,nM,7.66,,,1,CHEMBL4422626
DACTOLISIB,,CHEMBL1879463,CHEMBL4423375,CHEMBL614628,Raji,Homo sapiens,cell-based format,IC50,=,220.0,nM,6.66,,,1,CHEMBL4422626
DACTOLISIB,,CHEMBL1879463,CHEMBL4423376,CHEMBL614629,Ramos,Homo sapiens,cell-based format,IC50,=,6.8,nM,8.17,,,1,CHEMBL4422626
DACTOLISIB,,CHEMBL1879463,CHEMBL4430040,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,single protein format,IC50,=,17.0,nM,7.77,,,1,CHEMBL4428080
DACTOLISIB,,CHEMBL1879463,CHEMBL4430044,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,single protein format,IC50,=,192.0,nM,6.72,,,1,CHEMBL4428080
DACTOLISIB,,CHEMBL1879463,CHEMBL4430042,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,single protein format,IC50,=,313.0,nM,6.5,,,1,CHEMBL4428080
DACTOLISIB,,CHEMBL1879463,CHEMBL4430045,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,single protein format,IC50,=,25.0,nM,7.6,,,1,CHEMBL4428080
DACTOLISIB,,CHEMBL1879463,CHEMBL4430046,CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,single protein format,IC50,=,6.0,nM,8.22,,,1,CHEMBL4428080
