drug,fold,blend,RMSE_ens,R2_ens,Spearman_ens,Pearson_ens,RMSE_mean,R2_mean
AZD7762,2,stacking,1.1539826464814618,0.423172902090332,0.6860627177700349,0.6692726649714599,1.1847948431433182,0.39195823808029573
AZD7762,3,stacking,1.240812679624238,-0.16301724868174516,0.45644599303135897,0.45349107652172654,1.0260437104460107,0.20474678183224948
AZD7762,4,stacking,0.9370399221562878,0.4640996349115547,0.6851782363977488,0.6866671451806898,0.9460025756035034,0.4537989858722574
AZD7762,5,stacking,0.9391202041261635,0.48148497523907796,0.7844277673545967,0.7000113289175922,0.9612507484752043,0.45675922618139786
AZD8186,1,stacking,1.265535275056096,0.2200712982520745,0.5346689895470385,0.4776859903703654,1.3036491457299697,0.1723859752543052
AZD8186,2,stacking,1.1743525028094506,0.2656941285664034,0.421254355400697,0.5614876263131733,1.2225868209414088,0.20413489142760388
AZD8186,3,stacking,1.1544727253258171,0.15985575594127044,0.43797909407665514,0.4507504632061528,1.1547709143162095,0.15942169784343663
AZD8186,4,stacking,1.2709388302267903,0.23324989925113215,0.453658536585366,0.525528268649569,1.277554149495089,0.22524715763737602
AZD8186,5,stacking,1.0957984371752125,0.1377045332396396,0.377110694183865,0.4180402662127984,1.0674966494901794,0.18167128507100783
BMS-536924,1,stacking,1.1735563360630699,0.28559853386738465,0.4783972125435541,0.5550724003394031,1.2032449583238984,0.24899547574808412
BMS-536924,2,stacking,0.9329390597899822,0.41637069965094764,0.6677700348432056,0.6485340119910907,0.9593215528945107,0.3828951807746652
BMS-536924,3,stacking,1.247498018563845,-0.03142574712515156,0.33344947735191643,0.39450245068668555,1.1531394952588272,0.11870372700250809
BMS-536924,4,stacking,1.1128130063746762,0.17944137496797352,0.4566604127579738,0.4694999580988091,1.0979842171502083,0.20116437643416196
BMS-536924,5,stacking,0.9990164613210242,0.3531450264012591,0.5705440900562854,0.6024661422660574,1.0318622615782218,0.30991102123774183
BOSUTINIB,1,stacking,1.245156905340829,0.4765227223198746,0.6919860627177703,0.7220073593326598,1.2718735058455752,0.4538178360071399
BOSUTINIB,2,stacking,1.1636245921483612,0.29617478505212225,0.602439024390244,0.6157919772062931,1.1239323698157098,0.343371999974475
BOSUTINIB,3,stacking,1.0528823073003162,0.31174227254811604,0.6149825783972127,0.6354904118356164,1.009438989369242,0.3673673659995871
BOSUTINIB,4,stacking,1.1166235757883005,0.5016029323392877,0.7891181988742966,0.708728897517422,1.1323659450495616,0.4874508802178873
BOSUTINIB,5,stacking,1.0826445404321718,0.6065425917103144,0.8296435272045031,0.8215123275265949,1.1078286507693451,0.5880247442501632
CCT007093,1,stacking,0.527214826712287,0.43710107630731854,0.6954703832752616,0.7060865344693049,0.542370404269688,0.40427317822022646
CCT007093,2,stacking,0.5879843758437374,0.2476558794761201,0.4968641114982579,0.553032254765109,0.574924446968257,0.2807058774067367
CCT007093,3,stacking,0.6708688761910329,-0.04249347542615323,0.32560975609756104,0.2998262113790695,0.6265327932149022,0.0907450541688084
CCT007093,4,stacking,0.6256510889860022,0.2620990854761315,0.5602251407129456,0.5163406980845295,0.6243478119483608,0.2651700868704435
CCT007093,5,stacking,0.489798482929578,0.44117693710850325,0.728142589118199,0.7249255354705006,0.5064495013691355,0.4025359949031736
DACTOLISIB,1,stacking,1.0095959758515498,0.32030481011283995,0.6135888501742162,0.5726346351331942,1.0426733300536866,0.2750375625445184
DACTOLISIB,2,stacking,0.9284845039377676,0.3739039687004644,0.5958188153310106,0.6490213583454452,0.919593985577358,0.38583667980648884
DACTOLISIB,3,stacking,1.0905559681935244,0.060265328232623205,0.35296167247386767,0.37302204771527564,1.0689268072240603,0.09717147887038591
DACTOLISIB,4,stacking,1.027830717981397,0.15061509740801526,0.4474671669793622,0.4618353683759712,0.9600926636844662,0.258881501135777
DACTOLISIB,5,stacking,1.0870175139215494,0.2501291505869836,0.5041275797373359,0.5168331083333813,1.092645008619912,0.24234488330275283
DOCETAXEL,1,stacking,1.7382948250759718,0.13589448437094365,0.44024390243902445,0.4555915000340227,1.6621038699538828,0.2099833868605453
DOCETAXEL,2,stacking,1.643355582537435,0.25799851172423427,0.46707317073170745,0.5145113493890139,1.6799733970389659,0.2245630409573397
DOCETAXEL,3,stacking,1.4820866953827032,0.32581578827481794,0.5350174216027875,0.5929759136775631,1.4946154953314066,0.3143691957685365
DOCETAXEL,4,stacking,1.4545796905323507,0.32299917023211755,0.4861163227016886,0.5703131495855571,1.4858834045110851,0.2935464262796933
DOCETAXEL,5,stacking,1.1213264625318597,0.5623563490300811,0.7590994371482178,0.7673458870046964,1.173009736802699,0.5210835838434351
DORAMAPIMOD,1,stacking,0.6429066710632753,0.21144348608134733,0.4445993031358886,0.470534454462222,0.6601797327244804,0.16850176012858342
DORAMAPIMOD,2,stacking,0.7148927292319992,0.10014435914973063,0.3770034843205576,0.3250014104741679,0.716718608857753,0.09554191682395163
DORAMAPIMOD,3,stacking,0.7155699101577899,0.18822085196600213,0.488850174216028,0.4922337968727694,0.7227518514924934,0.17184395352200765
DORAMAPIMOD,4,stacking,0.7731996061416584,0.17166405822259212,0.47148217636022516,0.42993897830465566,0.7987670795068684,0.11597698310863669
DORAMAPIMOD,5,stacking,0.6781272071918334,0.12014395576001602,0.33283302063789877,0.357573912883837,0.6893139034853885,0.09087550306667602
EHT-1864,1,stacking,0.7639395057471557,0.035432092830923856,0.38432055749128935,0.29659660924572884,0.7504980448673452,0.06907648690945511
EHT-1864,2,stacking,0.6074599291775523,0.39451728682785847,0.7714285714285716,0.7359854026346441,0.6037088040319996,0.40197202993627645
EHT-1864,3,stacking,0.6042370580281152,0.3739687748271058,0.6686411149825785,0.6252246817598714,0.6269024551859179,0.3261220863922295
EHT-1864,4,stacking,0.6934830533605172,0.0025853431767944857,0.39118198874296445,0.41088508313131744,0.6391538448554355,0.15274361190812635
EHT-1864,5,stacking,0.7082197318780886,0.16039467868374047,0.3714821763602252,0.4542299259444039,0.6918922064214472,0.19866148916737858
FULVESTRANT,1,stacking,0.8246272591653131,-0.13806488210531986,0.2320557491289199,0.24132354186348973,0.7763540299679238,-0.008721487030886266
FULVESTRANT,2,stacking,0.7174194962548563,0.201993892036627,0.5358885017421604,0.4856773224559366,0.7173231858872506,0.20220813517667435
FULVESTRANT,3,stacking,0.8134554465411512,0.10104736314845908,0.38675958188153314,0.3569872003906982,0.7996454934704927,0.13131113226033542
FULVESTRANT,4,stacking,0.7720821181127723,0.11838195485324543,0.2786116322701689,0.35154427982302644,0.7672695739224836,0.12933830912126942
FULVESTRANT,5,stacking,0.8340867582901954,0.15200408212730376,0.4424015009380864,0.45004088402003084,0.8285537485083896,0.16321732176586246
GEFITINIB,1,stacking,1.2605430538944251,0.038977764426574635,0.33310104529616735,0.21275662005253454,1.2709187216747293,0.023092095739331242
GEFITINIB,2,stacking,1.2677437675119159,0.08541154118591654,0.5552264808362372,0.46238709919639587,1.2599361355626364,0.09664217214526283
GEFITINIB,3,stacking,1.1028890300631846,0.02675044226790324,0.24233449477351918,0.17618034203476587,1.11318073126082,0.00850177395774021
GEFITINIB,4,stacking,1.0259136115694567,0.030865380074229565,0.12851782363977488,0.2023217312973048,0.9813590640622994,0.11321487390745422
GEFITINIB,5,stacking,1.0182061320207152,-0.1564704211714263,-0.01181988742964353,-0.0027465150680479992,1.0231918759147745,-0.16782368592857333
GEMCITABINE,1,stacking,1.7294373234163372,0.13293181807152987,0.5123693379790942,0.491276964260401,1.553328849594229,0.3005278754866989
GEMCITABINE,2,stacking,1.4805200786177066,0.4042512036727325,0.6623693379790943,0.6972205866494051,1.6055637848485373,0.2993684378317052
GEMCITABINE,3,stacking,1.6444764858500998,0.22866801986347252,0.436411149825784,0.4799022347263527,1.668578408026654,0.20589260410375632
GEMCITABINE,4,stacking,1.4583044092270319,0.2861142103668578,0.6031894934333959,0.5734567619979472,1.4880614699541284,0.2566829360189894
GEMCITABINE,5,stacking,1.5816775593305603,0.36587809925917125,0.6159474671669795,0.6336873763212568,1.683785972707682,0.28136126666968686
GW441756,1,stacking,0.8404565923713561,0.1804509290822235,0.5259581881533102,0.4775613762534437,0.8675951353831268,0.1266695501512174
GW441756,2,stacking,0.8478644041720754,0.11195058200303265,0.39599303135888514,0.33468717934008346,0.821888825186496,0.16553047688880485
GW441756,3,stacking,0.7065711057945101,0.16085026973274863,0.49006968641114995,0.49089089057174234,0.7306990441782707,0.10256130616832582
GW441756,4,stacking,0.8592704636758063,-0.04284149750181321,0.1857410881801126,0.2127294524460946,0.8289022030105688,0.02956796437461162
GW441756,5,stacking,0.7193349157068094,0.14647090306707466,0.4547842401500939,0.4126436911178551,0.6991731752903846,0.19364633498721517
JQ1,1,stacking,1.06584860779419,0.4448827376389275,0.6714285714285716,0.6817270651172723,1.0448024293273304,0.4665889162578042
JQ1,2,stacking,1.0620609776187342,0.511232732857738,0.7121951219512196,0.7179283498214726,1.127199042330702,0.4494402840678008
JQ1,3,stacking,1.0197377266621315,0.5623811828860739,0.7465156794425089,0.7529118021675676,1.0300367309997098,0.5534969418632449
JQ1,4,stacking,0.8577902056011685,0.6282653612231996,0.7866791744840527,0.7942590402538383,0.9498293198176528,0.5442129224051913
JQ1,5,stacking,1.01364384565501,0.5366485676100802,0.7347091932457788,0.735211237068223,1.0584314882696408,0.4947977950818925
KU-55933,1,stacking,0.7046336341776632,0.4061583320872687,0.6668989547038329,0.6658132998016106,0.7136180961617328,0.3909181791259504
KU-55933,2,stacking,0.7723315565979122,0.27867514697449336,0.5400696864111499,0.5580311116086403,0.7671647879078585,0.28829394968576305
KU-55933,3,stacking,0.7054111415003853,0.39740285802336284,0.6334494773519165,0.6431196619599825,0.7145946977163,0.3816106281480932
KU-55933,4,stacking,0.8003505031181111,0.4643697276542428,0.7485928705440902,0.7461962579074624,0.8313234673936383,0.42211057091636695
KU-55933,5,stacking,0.6858074131655743,0.45079653692979027,0.7183864915572234,0.6755722032172209,0.6755524433070544,0.46709836261097215
LENALIDOMIDE,1,stacking,0.8855632809747916,0.31875886058568637,0.6097560975609757,0.5899055334417375,0.8856354549550635,0.31864781287352406
LENALIDOMIDE,2,stacking,0.830070662523915,0.3611913720617086,0.6162020905923347,0.6084587529761004,0.8377250708812407,0.3493556398615185
LENALIDOMIDE,3,stacking,0.7136294252652655,0.31856102934091124,0.703310104529617,0.5899979369029964,0.6837486995221209,0.3744320429298832
LENALIDOMIDE,4,stacking,0.5507396806389484,0.5989856400787172,0.8144465290806755,0.7842210745402758,0.5651591786559028,0.5777119825750839
LENALIDOMIDE,5,stacking,0.6214100033505294,0.4090712120851776,0.6393996247654786,0.6791360659130833,0.5808261471000792,0.48373701871174146
LESTAURTINIB,1,stacking,0.8889625086398403,0.5743195842482709,0.7641114982578399,0.7750806827611991,0.9095970328719832,0.5543285133633041
LESTAURTINIB,2,stacking,1.4348880690259054,0.30391886853663896,0.5679442508710802,0.5570163705399548,1.4249938286100354,0.31348539705005374
LESTAURTINIB,3,stacking,0.9940899828840899,0.5170370045140268,0.802090592334495,0.7748756223970058,1.0056276017485097,0.5057612057835215
LESTAURTINIB,4,stacking,1.035584818288865,0.4873362513841819,0.7390243902439025,0.7002483556182957,1.0469163169110127,0.4760556083694819
LESTAURTINIB,5,stacking,1.2157094795489163,0.5282976059270946,0.7692307692307693,0.7667689990080436,1.2725629449303533,0.483147025036741
METHOTREXATE,1,stacking,1.7085283560848934,0.33509744947921183,0.5902439024390245,0.5817209706991252,1.753631550949797,0.29952874513286754
METHOTREXATE,2,stacking,1.5085973672695225,0.3479994183291202,0.5977351916376308,0.6038587100340542,1.5412820394766789,0.31944139831773066
METHOTREXATE,3,stacking,1.683953924810128,0.038817870232917495,0.46358885017421614,0.481632380796496,1.4500550156200351,0.2872877251541974
METHOTREXATE,4,stacking,1.3901020139528195,0.4703511426844027,0.6975609756097563,0.6920885050688084,1.4449313366520595,0.4277456346861317
METHOTREXATE,5,stacking,1.3704667677841458,0.42278444068631593,0.6688555347091933,0.6533860423159897,1.3609752203290422,0.43075208642787743
MIRIN,1,stacking,1.0332381264121124,0.2677608480645931,0.5362369337979095,0.5201745084460193,1.0259241996137094,0.2780906808913548
MIRIN,2,stacking,1.0402958063740937,0.36610498586278173,0.6602787456445994,0.6492049512718397,1.0756950326889623,0.3222305855294595
MIRIN,3,stacking,0.9984733441669198,0.24927214186396007,0.5921602787456448,0.5574953864060215,0.9724187237152064,0.2879406283963466
MIRIN,4,stacking,0.9535624214735965,0.36744518560320094,0.6407129455909945,0.6203459048034866,1.0112942834790701,0.28853258464382103
MIRIN,5,stacking,0.8247768207467373,0.42238219328481275,0.6626641651031895,0.6727411339072904,0.8247470981782666,0.4224238238811886
MK-2206,1,stacking,1.289492771383135,0.3197894407829138,0.5672473867595821,0.606008394435256,1.329958058883609,0.27642852692816944
MK-2206,2,stacking,1.2254959816500859,0.1125160741252903,0.32648083623693386,0.4058722040574278,1.2090663402064274,0.13615271162668374
MK-2206,3,stacking,1.2730464717793937,0.06658741042104388,0.3935540069686412,0.39032212167012165,1.1998570683665941,0.17082887929719637
MK-2206,4,stacking,1.1617189077477383,0.3310281185407764,0.5632270168855537,0.6159077012488211,1.1519220720556302,0.34226349271323164
MK-2206,5,stacking,1.3520312188325556,0.24892225240355248,0.42645403377110697,0.5166690656589817,1.3708082520527458,0.22791542496172834
MOTESANIB,1,stacking,0.7114132342159613,0.2734896370150314,0.5668989547038329,0.5298767187060199,0.7066617347204082,0.2831618936721507
MOTESANIB,2,stacking,0.6477533212740361,0.20945474233690953,0.463240418118467,0.5000922177617438,0.631654012191798,0.24826294368236868
MOTESANIB,3,stacking,0.677778839175011,0.35226489849931,0.6777003484320558,0.6319453431577482,0.6942093289591024,0.3204798925503737
MOTESANIB,4,stacking,0.6607371723305314,0.35622406938302387,0.6664165103189494,0.6330728462061259,0.6735982382121078,0.3309183184712734
MOTESANIB,5,stacking,1.159277758703462,0.08580133902568554,0.5604127579737337,0.3488562054176388,1.1330380652296728,0.12671786785144423
NAVITOCLAX,1,stacking,1.352422139324105,0.47483731128623563,0.7012195121951221,0.6999351593288663,1.3956191050577413,0.4407536839268815
NAVITOCLAX,2,stacking,1.3650045914105693,0.5453666676244027,0.7266550522648085,0.7443355532481081,1.3468688741193382,0.5573671086845836
NAVITOCLAX,3,stacking,1.4194382886236003,0.3999451238297336,0.6461672473867597,0.6738543748895549,1.4573587905717234,0.3674557572792725
NAVITOCLAX,4,stacking,1.4933992259859297,0.4141877061789947,0.6480300187617262,0.6660512316777665,1.5407287882991156,0.37646758959607973
NAVITOCLAX,5,stacking,1.1285601876867881,0.6683301566269743,0.8317073170731708,0.8428394969195689,1.2819658308921358,0.5720338358986566
NU7441,1,stacking,0.8430442473180478,0.3369023500632007,0.560452961672474,0.5839671402569643,0.8490291678403353,0.32745403558542885
NU7441,2,stacking,0.9068976934688925,0.3353028500322076,0.5905923344947737,0.5873662693331105,0.9298429954180689,0.30124252045128674
NU7441,3,stacking,0.7374662872719823,0.358135388438118,0.6054006968641116,0.6045426390673833,0.7444942337318879,0.34584334270614625
NU7441,4,stacking,0.9416675402682925,0.200223266802683,0.45422138836772985,0.4696817912160751,0.9232297637811591,0.23123578499286512
NU7441,5,stacking,0.6094176827056964,0.5499287342433203,0.7589118198874298,0.7440953378642516,0.6346905547043099,0.5118253151661535
NUTLIN-3A (-),1,stacking,1.1290540076265236,0.40826728488858743,0.6954703832752616,0.6523033793938027,1.1013326885531516,0.4369678339423787
NUTLIN-3A (-),2,stacking,0.8847739178932981,0.6245862575623912,0.7341463414634147,0.8087293528449423,0.9870552208191057,0.5327724499371927
NUTLIN-3A (-),3,stacking,0.9660320168405909,0.5158061713265133,0.7132404181184671,0.76943146578325,1.06513268595338,0.411368317929072
NUTLIN-3A (-),4,stacking,1.054917162733852,0.4367110211678368,0.5484052532833021,0.6683796501141043,1.1052234852481764,0.38170640506538556
NUTLIN-3A (-),5,stacking,1.046193770345763,0.5440073618870452,0.7326454033771108,0.7666523283699274,1.1170175834403455,0.4801792745478578
OLAPARIB,1,stacking,1.0017119654633326,0.14762816420669733,0.34686411149825797,0.4531334575494989,1.0100746490241457,0.13333689019463102
OLAPARIB,2,stacking,1.0253932132915013,0.16072977353234208,0.3381533101045297,0.42544312887687913,0.9902018687169852,0.21734849911580856
OLAPARIB,3,stacking,0.8938436354149435,0.3511883996848193,0.5815331010452962,0.6056631510871744,0.9316327102712157,0.2951690617926406
OLAPARIB,4,stacking,0.820478242845642,0.27087813227740876,0.46247654784240155,0.5300288659595527,0.8320507301415558,0.2501651906730724
OLAPARIB,5,stacking,0.7554695724112711,0.2810572121858803,0.5589118198874298,0.5605841096246112,0.6929170904644849,0.39518448520110516
PALBOCICLIB,1,stacking,1.3134906473424959,0.26615757335474766,0.5681184668989548,0.5879752273050406,1.2472509487932748,0.3383070110244253
PALBOCICLIB,2,stacking,1.151918195997558,0.34796406834212057,0.6623693379790943,0.6436449348359681,1.161272598245754,0.3373310699497749
PALBOCICLIB,3,stacking,1.0950598635785782,0.5640127825240746,0.7806620209059235,0.7730388119639953,1.2031416557991896,0.4737021926745759
PALBOCICLIB,4,stacking,1.149727305311087,0.5211428312327102,0.7362101313320827,0.7401366617113738,1.21187283982366,0.4679770014383099
PALBOCICLIB,5,stacking,0.9426481967481264,0.6444204797272711,0.7926829268292683,0.8166360767909112,1.0662402975885517,0.5450667892733498
PD0325901,1,stacking,1.3681921026265267,0.4749462555766414,0.7146341463414636,0.7522182865812144,1.4370265350517755,0.42078583191944186
PD0325901,2,stacking,1.4965446576749215,0.34616527769150596,0.6491289198606274,0.6863961960437761,1.415744533309331,0.4148618623398562
PD0325901,3,stacking,1.6770432827619333,0.4177033669133662,0.6618466898954706,0.6879919740775533,1.7755388690597798,0.3472962555059499
PD0325901,4,stacking,1.24528925771572,0.5275940353705937,0.7157598499061915,0.75346987782165,1.320376456654537,0.4689071767604356
PD0325901,5,stacking,1.6381822342952916,0.0808890999119648,0.5962476547842402,0.5316442503135401,1.4832770697305107,0.24649166811846845
PD173074,1,stacking,0.8813538781555158,0.29112030286876944,0.5543554006968643,0.5632276377820186,0.8784209123262033,0.29583046648597056
PD173074,2,stacking,1.0195703712922028,0.21700838447940374,0.553658536585366,0.4901667620250294,1.0085619384759124,0.23382522783360105
PD173074,3,stacking,0.866461572599288,0.28593137056994,0.5703832752613242,0.5587518190554289,0.8683729090893253,0.28277755322304376
PD173074,4,stacking,0.6627936028258936,0.49287535390439996,0.6637898686679176,0.7178027057313182,0.6510278115483386,0.5107203138587338
PD173074,5,stacking,0.8911458829536698,0.38417691778927965,0.6696060037523454,0.6391435956354038,0.9126965425263317,0.35403176310633133
PEVONEDISTAT,1,stacking,1.146687265226795,0.24017283330733163,0.49494773519163776,0.49891842053637736,1.1625351933998813,0.21902513504471643
PEVONEDISTAT,2,stacking,1.1680424804844551,0.036982226464820855,0.35975609756097565,0.3288349189322375,1.114297997276612,0.12356497148737444
PEVONEDISTAT,3,stacking,1.2001875966034554,0.1816346002947039,0.4094076655052265,0.4372391783346214,1.233344354903995,0.13579317554512627
PEVONEDISTAT,4,stacking,0.9223675088343299,0.41720037699045964,0.7212007504690432,0.6706981492025499,0.9910059834710097,0.3272343283627692
PEVONEDISTAT,5,stacking,0.9514168741640372,0.3675350668378924,0.6602251407129457,0.6262239457323595,0.9626550107887613,0.3525054709522709
PFI-1,1,stacking,1.0163043634385676,0.10462921140775827,0.3716027874564461,0.41373228889139446,0.9854878389506215,0.15810509772040737
PFI-1,2,stacking,0.7986038177449208,0.3201694893094722,0.5883275261324044,0.5735668812709038,0.8508735182609505,0.2282655235335811
PFI-1,3,stacking,1.115686715731205,0.07734686851721595,0.2785714285714286,0.341367675511599,1.0892270761976082,0.12059122844651327
PFI-1,4,stacking,1.1617190798081927,0.1936220863278657,0.4866791744840526,0.47033830310244695,1.1748700543925064,0.17526191747266362
PFI-1,5,stacking,0.9914654893595372,0.30770086397188934,0.6647279549718574,0.5968695283283901,1.0218789564606607,0.26457651035042884
PICTILISIB,1,stacking,1.0903507633887912,0.20281963152229476,0.468466898954704,0.4580773486377104,1.1112410333091456,0.17198029819964722
PICTILISIB,2,stacking,1.1602123646868383,0.22195273716265707,0.5013937282229967,0.4756779806014764,1.1404170899554191,0.24827596903648064
PICTILISIB,3,stacking,1.3943146076900599,0.03758822316512567,0.33275261324041816,0.33679040920974707,1.3622301711003222,0.08137055046330477
PICTILISIB,4,stacking,1.3823904529749087,0.0634160359470296,0.21238273921200754,0.28938949267485936,1.3947474851711776,0.04659716277952297
PICTILISIB,5,stacking,1.3644990128485268,0.23229553138883496,0.5322701688555348,0.5304313506490846,1.3742449443081002,0.2212897114810254
PLX-4720,1,stacking,0.7027502764370946,0.21011483207114579,0.4449477351916377,0.46358221299224456,0.7197544827508293,0.1714272130522858
PLX-4720,2,stacking,0.6745891786900122,0.2292739872707058,0.5102787456445994,0.5059340759783941,0.6649447003632903,0.2511543098354364
PLX-4720,3,stacking,0.7363603507242791,0.21862618358484898,0.44721254355400697,0.4710948173268593,0.7577530698731216,0.172565792762859
PLX-4720,4,stacking,0.754675728388885,0.2749847606813718,0.5705440900562854,0.5514285841316092,0.7744755510879646,0.2364424166338127
PLX-4720,5,stacking,0.7864212068930814,0.22657549124470555,0.452157598499062,0.47849152382364557,0.8093469556075353,0.1808244669685688
REFAMETINIB,1,stacking,1.2686469558874665,0.5269679286915314,0.8139372822299654,0.8044371986812371,1.321886057010556,0.4864330508323742
REFAMETINIB,2,stacking,1.1957553770831004,0.38970764072499686,0.6517421602787458,0.6768732599905499,1.1838883569427985,0.4017609657892838
REFAMETINIB,3,stacking,1.240014607786439,0.5088230863403569,0.7688153310104531,0.7165236211800737,1.2538146438912294,0.49782970531690895
REFAMETINIB,4,stacking,1.427747134898092,0.3555172417367758,0.5632270168855537,0.6045729584528903,1.446511918664397,0.3384651295656007
REFAMETINIB,5,stacking,1.4556623221183707,0.2902816277874444,0.6836772983114447,0.5966879289234559,1.3914668956249627,0.3514991901670247
RO-3306,1,stacking,0.9340950671915441,0.22519528731209848,0.49634146341463425,0.47969777816541015,0.9379654314856412,0.21876127599666972
RO-3306,2,stacking,0.940430264837752,0.015340852797305904,0.3925087108013938,0.36495965114905304,0.9010457808653656,0.09608739969867519
RO-3306,3,stacking,0.9042536893647385,0.31613680788681886,0.5637630662020907,0.6070298497876606,0.9573565936965367,0.23345771673460625
RO-3306,4,stacking,0.8543936341394822,0.32992040152439095,0.5116322701688556,0.5763534565381588,0.8966863258786058,0.2619403182253025
RO-3306,5,stacking,0.652368194123983,0.5417599279148037,0.7994371482176361,0.7575312499311858,0.706428148834648,0.46266701812391486
RUCAPARIB,1,stacking,1.0430134545278986,0.05472262990977894,0.42700348432055757,0.4178852983579088,1.0084345633563876,0.116360981980549
RUCAPARIB,2,stacking,0.8123454082308139,0.21158319405342052,0.6029616724738678,0.5109513919768046,0.8185397217639924,0.19951364705706331
RUCAPARIB,3,stacking,0.764620438727013,0.2569923373863817,0.4358885017421604,0.5147574268313998,0.7746011144103399,0.2374686175582328
RUCAPARIB,4,stacking,0.8762095611034652,0.18234816839777812,0.376172607879925,0.43642299620176883,0.8578704694875123,0.2162169361000995
RUCAPARIB,5,stacking,0.7432090129259439,0.3049697752709304,0.500187617260788,0.5929573044823488,0.7679474234797646,0.2579302452860014
SB216763,1,stacking,0.6952082874483361,0.33733245040310333,0.601219512195122,0.6008442542299429,0.6874102912206188,0.35211506423279204
SB216763,2,stacking,0.7081390822754384,0.42690574585165597,0.6560975609756099,0.6596612116110849,0.7420529138399969,0.3706986315044064
SB216763,3,stacking,0.7724635525284428,0.24391167689560278,0.6353658536585367,0.6189871172913111,0.7684366691796286,0.2517741668493211
SB216763,4,stacking,0.7024408758020317,0.38112642711295686,0.6660412757973734,0.6980526702042291,0.7064078158156184,0.3741166796396982
SB216763,5,stacking,0.7578557110267256,0.3486539640489521,0.625891181988743,0.6002044561474122,0.7779352277487147,0.31368167366347
SB590885,1,stacking,0.8445446926631711,0.3465560164102688,0.6743902439024392,0.6641734835356707,0.8348160761576654,0.3615238235023599
