drug,fold,blend,meta,alpha,intercept,n_train,n_test,w_mrna,w_cnv,w_meth,w_mirna,row_id
PD173074,5,stacking,ridge,1.0,-0.20897672650267873,163,40,0.5880408036389847,0.15526958220014297,-0.029222564264981318,0.3556286654225987,PD173074|fold5
PEVONEDISTAT,1,stacking,ridge,1.0,0.028733121682890106,162,41,0.9051293212936586,0.1378171162915693,-0.3525012235499373,0.24774621271119412,PEVONEDISTAT|fold1
PEVONEDISTAT,2,stacking,ridge,1.0,-0.023699425708619715,162,41,0.9209886835042169,0.4769183988884669,-0.3386822404147872,-0.03108303262084881,PEVONEDISTAT|fold2
PEVONEDISTAT,3,stacking,ridge,1.0,-0.013923051804528103,162,41,0.761665755184188,0.4303683122986174,-0.20821002040365205,0.11308400217526038,PEVONEDISTAT|fold3
PEVONEDISTAT,4,stacking,ridge,1.0,0.004877413796661928,163,40,0.7896769943007711,0.2547333043275878,-0.27111702224569917,0.18943067900134583,PEVONEDISTAT|fold4
PEVONEDISTAT,5,stacking,ridge,1.0,0.0682191955054321,163,40,0.9372953133602432,0.29937900512106014,-0.3716307605249001,0.03962568911954747,PEVONEDISTAT|fold5
PFI-1,1,stacking,ridge,1.0,-0.12773128644047604,162,41,1.0239599344340031,-0.010390236983471458,0.17738254938330514,-0.14278246328273572,PFI-1|fold1
PFI-1,2,stacking,ridge,1.0,0.07433737192844259,162,41,0.8185391070208698,0.07121920975747113,0.12571124113468668,-0.032708632951799016,PFI-1|fold2
PFI-1,3,stacking,ridge,1.0,-0.16021975669231825,162,41,1.1096594340813624,0.1980873616406155,-0.12386054829298057,-0.13138595075064952,PFI-1|fold3
PFI-1,4,stacking,ridge,1.0,0.353691942384458,163,40,0.9574876018858879,0.038818881809315656,-0.03084115717618761,-0.07881351757236968,PFI-1|fold4
PFI-1,5,stacking,ridge,1.0,0.35181434090653374,163,40,0.8482881193418985,0.15624600649653572,0.08895528493886021,-0.21219694493343613,PFI-1|fold5
PICTILISIB,1,stacking,ridge,1.0,0.12981960039009888,162,41,0.6099297075882087,0.1552040114796125,0.2784215014811741,-0.13927312245328624,PICTILISIB|fold1
PICTILISIB,2,stacking,ridge,1.0,0.2702172776631082,162,41,0.7921475117461513,0.059722286551744004,0.1551290357963129,-0.27360301831918354,PICTILISIB|fold2
PICTILISIB,3,stacking,ridge,1.0,0.02923559676304688,162,41,0.66815466630914,0.11921460893899763,0.38856973184665455,-0.24527353399251928,PICTILISIB|fold3
PICTILISIB,4,stacking,ridge,1.0,0.04068088467321174,163,40,0.5458298926378629,0.2247969484385247,0.33560807906686596,-0.10543556665179571,PICTILISIB|fold4
PICTILISIB,5,stacking,ridge,1.0,0.3020852250555157,163,40,0.6366394468148527,0.0642312096516625,0.20247826679853384,-0.169028777751498,PICTILISIB|fold5
PLX-4720,1,stacking,ridge,1.0,-0.9423572097633444,162,41,0.7325834216205878,0.4193498054840432,-0.12582347995611426,0.21505565470545687,PLX-4720|fold1
PLX-4720,2,stacking,ridge,1.0,-1.1092017412172548,162,41,0.7204947638950322,0.5578453071575449,-0.308874830567662,0.3180663475023568,PLX-4720|fold2
PLX-4720,3,stacking,ridge,1.0,-0.7653143514874734,162,41,0.6784244381651129,0.518836673291763,-0.22546822836516145,0.22454992830078968,PLX-4720|fold3
PLX-4720,4,stacking,ridge,1.0,-0.3346260648066455,163,40,0.7646398261662841,0.2932116013501997,-0.22806564960404302,0.24930990792604557,PLX-4720|fold4
PLX-4720,5,stacking,ridge,1.0,-0.7484225702279357,163,40,0.6742233657537369,0.4026801773194407,-0.20818591146873933,0.3230906245470266,PLX-4720|fold5
REFAMETINIB,1,stacking,ridge,1.0,0.06450854184999422,162,41,0.4412378074274729,0.12114201549428508,0.19462522026069085,0.2735044257774181,REFAMETINIB|fold1
REFAMETINIB,2,stacking,ridge,1.0,-0.20653917362488228,162,41,0.5007458155950645,0.08121190756381765,0.13665683964455566,0.3681115474282621,REFAMETINIB|fold2
REFAMETINIB,3,stacking,ridge,1.0,-0.19118572353769947,162,41,0.5753622354152893,0.13781481864373527,0.0953655178762785,0.3072235142821584,REFAMETINIB|fold3
REFAMETINIB,4,stacking,ridge,1.0,0.00772081850340145,163,40,0.48091739438515807,0.028181282261302072,0.21580812394592352,0.2942213119546921,REFAMETINIB|fold4
REFAMETINIB,5,stacking,ridge,1.0,-0.234884482320874,163,40,0.6785962289124219,0.11038050411622191,0.1272771837221631,0.2338417207452225,REFAMETINIB|fold5
RO-3306,1,stacking,ridge,1.0,0.10932123808169925,162,41,0.8446623805964698,-0.2513035085383337,0.020347030457692834,0.3537892089612801,RO-3306|fold1
RO-3306,2,stacking,ridge,1.0,-0.6771239682702643,162,41,0.8384434922317726,-0.1250451540102058,0.025855094002035332,0.4665806516978321,RO-3306|fold2
RO-3306,3,stacking,ridge,1.0,-0.07733905143391206,162,41,0.7337681535136704,-0.07444476350575549,0.07204373053118378,0.28079841543700806,RO-3306|fold3
RO-3306,4,stacking,ridge,1.0,-0.2129539721226288,163,40,0.7529027548352321,-0.10319565809995927,-0.01758149955357083,0.4358242860867762,RO-3306|fold4
RO-3306,5,stacking,ridge,1.0,0.08452929630123274,163,40,0.7941550272141193,-0.07711293385502423,-0.13561061107789488,0.39680138083750194,RO-3306|fold5
RUCAPARIB,1,stacking,ridge,1.0,-0.5441580492043951,162,41,0.4129556601027978,0.6763191873949226,0.07621108672532415,0.010560665545895171,RUCAPARIB|fold1
RUCAPARIB,2,stacking,ridge,1.0,-0.40162418841527225,162,41,0.4858428880610688,0.5440501628878461,0.06274141415725659,0.009611797620834322,RUCAPARIB|fold2
RUCAPARIB,3,stacking,ridge,1.0,-0.373939553095334,162,41,0.5815798533337438,0.4112420502868868,0.08372217644600471,0.024877371803497455,RUCAPARIB|fold3
RUCAPARIB,4,stacking,ridge,1.0,-0.3295421935023777,163,40,0.3671384416084538,0.6786311922196883,0.1924465562184818,-0.14545712631320712,RUCAPARIB|fold4
RUCAPARIB,5,stacking,ridge,1.0,-0.12138116331863058,163,40,0.4864872832121975,0.4646512734695618,0.07874242999129032,-0.0011955258379357004,RUCAPARIB|fold5
SB216763,1,stacking,ridge,1.0,0.18204793907447936,162,41,1.0297851000730045,0.10742689749695483,-0.03615088775887525,-0.1304898517280884,SB216763|fold1
SB216763,2,stacking,ridge,1.0,0.17392459094156365,162,41,0.9028321408948913,0.09350203948893741,-0.08298389696512436,0.05389022080810337,SB216763|fold2
SB216763,3,stacking,ridge,1.0,-0.4408334560206395,162,41,0.8886105919303419,0.08351323623235163,0.09441138126196212,0.018609175408727453,SB216763|fold3
SB216763,4,stacking,ridge,1.0,0.35942947759382804,163,40,0.9619310471065771,0.05094639438872115,-0.0034360104766755603,-0.07180964790817407,SB216763|fold4
SB216763,5,stacking,ridge,1.0,0.34355223015086445,163,40,0.947201261348808,-0.014323007030957412,-0.016425287731994333,0.011806600577002902,SB216763|fold5
SB590885,1,stacking,ridge,1.0,-0.42445659768354727,162,41,0.4659029438672294,-0.007499648064477831,0.19513968027449854,0.4705924859043962,SB590885|fold1
SB590885,2,stacking,ridge,1.0,-0.22126099194833593,162,41,0.6087306489820942,-0.17277950302924494,0.3474732535211986,0.26193628811252756,SB590885|fold2
SB590885,3,stacking,ridge,1.0,-0.22870134511280904,162,41,0.49856765847263446,-0.0776804836711438,0.2739906626266897,0.35637354576221725,SB590885|fold3
SB590885,4,stacking,ridge,1.0,-0.4673496533053121,163,40,0.5278890149183101,-0.07199510054444372,0.3876080381730189,0.27641289430195387,SB590885|fold4
SB590885,5,stacking,ridge,1.0,-0.36197206346703625,163,40,0.6498361238075216,0.024276650998601112,0.31077341551626375,0.10533539603814532,SB590885|fold5
SELUMETINIB,1,stacking,ridge,1.0,-0.16933090975014098,162,41,0.7032213427519975,0.12754636517472404,0.1269306100715089,0.11743653087039257,SELUMETINIB|fold1
SELUMETINIB,2,stacking,ridge,1.0,-0.45583893090024485,162,41,0.7592328164182429,-0.15643571124198793,0.24708945384600467,0.3023240478377899,SELUMETINIB|fold2
SELUMETINIB,3,stacking,ridge,1.0,-0.38997144414509677,162,41,0.5058764684677061,-0.08918147052651498,0.30279301438966977,0.4114365512753578,SELUMETINIB|fold3
SELUMETINIB,4,stacking,ridge,1.0,-0.2627811221965115,163,40,0.563296530560473,0.053614245128358405,0.2503062125993396,0.2285977693880391,SELUMETINIB|fold4
SELUMETINIB,5,stacking,ridge,1.0,-0.4776923245115876,163,40,0.6290221237176314,-0.026385061289985245,0.30098326451910734,0.23913768640133606,SELUMETINIB|fold5
SERDEMETAN,1,stacking,ridge,1.0,-0.36370091872208343,162,41,0.49559936727615284,0.00747044880230873,0.13505832039981688,0.4916880810925032,SERDEMETAN|fold1
SERDEMETAN,2,stacking,ridge,1.0,-0.31103703998594634,162,41,0.6129507217378344,0.14461464856463827,-0.05134890766456065,0.38477695876391405,SERDEMETAN|fold2
SERDEMETAN,3,stacking,ridge,1.0,-0.6251308391779262,162,41,0.4439492762190788,-0.004455054056213037,-0.034694689042327254,0.7942159458077122,SERDEMETAN|fold3
SERDEMETAN,4,stacking,ridge,1.0,-0.3339900223600365,163,40,0.842488290748914,-0.16172973951419362,0.039387777369447804,0.3892251159562193,SERDEMETAN|fold4
SERDEMETAN,5,stacking,ridge,1.0,-0.9223196161912104,163,40,0.3255089939973676,0.14351796726324695,0.24042006624141637,0.5930656864702862,SERDEMETAN|fold5
SGC0946,1,stacking,ridge,1.0,-0.16258370130799626,162,41,0.7325112492284073,0.26951717538579745,0.03497606609543549,0.05167215039492901,SGC0946|fold1
SGC0946,2,stacking,ridge,1.0,-0.05844400585610954,162,41,0.8686469576740902,0.15396010753151568,-0.005783114323989966,0.018415906379849,SGC0946|fold2
SGC0946,3,stacking,ridge,1.0,0.060984087306491075,162,41,0.8180713559242683,0.1606547750215072,-0.05932634481516666,0.054097690022275484,SGC0946|fold3
SGC0946,4,stacking,ridge,1.0,-0.1776907340890468,163,40,0.7274641132204622,0.2960310934774764,0.15088848040135017,-0.0628271329808545,SGC0946|fold4
SGC0946,5,stacking,ridge,1.0,-0.2587311401585144,163,40,0.8968038276765355,0.3832441747658734,-0.06122147039709133,-0.06353000336822456,SGC0946|fold5
SN-38,1,stacking,ridge,1.0,-0.6325109375292159,162,41,0.9962633725180837,0.07580319139183805,0.16050245513695013,-0.3720257711836225,SN-38|fold1
SN-38,2,stacking,ridge,1.0,-1.16627719499371,162,41,0.9429232499476645,-0.17374876466261438,0.3107309899142988,-0.3444962425149929,SN-38|fold2
SN-38,3,stacking,ridge,1.0,-0.613538596897313,162,41,0.861336386881611,0.13815413247847697,0.07244058820751613,-0.2187764489808026,SN-38|fold3
SN-38,4,stacking,ridge,1.0,-0.6084957305917253,163,40,0.8857484697875342,-0.18835278687862975,0.2336160365346868,-0.09284285598844268,SN-38|fold4
SN-38,5,stacking,ridge,1.0,0.20495287034336407,163,40,0.8075724686327893,0.041196372628690664,0.4066003851388027,-0.2092505737783557,SN-38|fold5
TALAZOPARIB,1,stacking,ridge,1.0,1.2864270166411187,162,41,0.5604142558998766,-0.08067648350643512,0.4719829435944044,-0.7610497228438015,TALAZOPARIB|fold1
TALAZOPARIB,2,stacking,ridge,1.0,0.4131208636706125,162,41,0.6731230112257671,-0.2998863504604021,0.6483821337268861,-0.3232286400579916,TALAZOPARIB|fold2
TALAZOPARIB,3,stacking,ridge,1.0,1.2340888045524068,162,41,0.5247791129163397,-0.05686308042409287,0.5187339343680194,-0.7979547176341449,TALAZOPARIB|fold3
TALAZOPARIB,4,stacking,ridge,1.0,1.5378352800891395,163,40,0.5854998228221092,-0.24609130072699115,0.58363216784366,-0.9086818833778529,TALAZOPARIB|fold4
TALAZOPARIB,5,stacking,ridge,1.0,1.1899832642683799,163,40,0.4937931268342864,-0.09560295880826704,0.5640569035626143,-0.6829208881710623,TALAZOPARIB|fold5
TAMOXIFEN,1,stacking,ridge,1.0,0.10371234470540314,162,41,0.47953817498795126,0.08622027655085895,0.2742846453074026,0.13796980088465974,TAMOXIFEN|fold1
TAMOXIFEN,2,stacking,ridge,1.0,-0.2714178033408312,162,41,0.5862633389328769,0.11569371873830904,0.22277349554523002,0.1546950701996585,TAMOXIFEN|fold2
TAMOXIFEN,3,stacking,ridge,1.0,-0.3364941626365052,162,41,0.6278848641866754,0.23071830881989264,0.0666891798926272,0.16459742689715323,TAMOXIFEN|fold3
TAMOXIFEN,4,stacking,ridge,1.0,-0.0736103738603715,163,40,0.8310845189270906,0.0627877830190142,-0.036873845404646825,0.16042574053330166,TAMOXIFEN|fold4
TAMOXIFEN,5,stacking,ridge,1.0,-0.0905446503631846,163,40,0.6836138626926754,-0.003919588502136272,0.13520958453929585,0.20887409377057292,TAMOXIFEN|fold5
TANESPIMYCIN,1,stacking,ridge,1.0,0.04893259850368395,162,41,1.0904570661120447,0.16102764204200473,-0.028162282835801265,-0.33299960288921115,TANESPIMYCIN|fold1
TANESPIMYCIN,2,stacking,ridge,1.0,0.04825281709834961,162,41,0.818782605842793,-0.029135196327151155,0.0785846670191757,-0.2215668926930832,TANESPIMYCIN|fold2
TANESPIMYCIN,3,stacking,ridge,1.0,0.04378156080040008,162,41,0.8657254132567171,-0.06078068718873894,0.1637117238028394,-0.46170660623757387,TANESPIMYCIN|fold3
TANESPIMYCIN,4,stacking,ridge,1.0,0.005542383992504035,163,40,0.575074000887866,-0.11813390901709762,0.14332938616990273,0.2571220673739969,TANESPIMYCIN|fold4
TANESPIMYCIN,5,stacking,ridge,1.0,0.057372623259981215,163,40,0.777464469883105,-0.05090358459352382,0.14459768292169764,-0.22105565287340456,TANESPIMYCIN|fold5
TEMOZOLOMIDE,1,stacking,ridge,1.0,-0.32365423621140454,162,41,0.690609881019391,0.03029886672312159,0.36697777187786784,-0.02306345765006014,TEMOZOLOMIDE|fold1
TEMOZOLOMIDE,2,stacking,ridge,1.0,0.12163946902934963,162,41,0.7603458005584864,0.13455945591554208,0.22797963226120074,-0.14574460246442061,TEMOZOLOMIDE|fold2
TEMOZOLOMIDE,3,stacking,ridge,1.0,-0.4019935775818926,162,41,0.5926715913301207,0.18218145030981014,0.42211873423047225,-0.13319903666877686,TEMOZOLOMIDE|fold3
TEMOZOLOMIDE,4,stacking,ridge,1.0,-0.3509480234465654,163,40,0.7727658765297449,0.11933131274140055,0.30164353492153584,-0.12568476923848076,TEMOZOLOMIDE|fold4
TEMOZOLOMIDE,5,stacking,ridge,1.0,-0.39037036917456547,163,40,0.7218031338794464,0.19280741543723984,0.24846407199115728,-0.09267434319928418,TEMOZOLOMIDE|fold5
TRAMETINIB,1,stacking,ridge,1.0,0.13705174160282607,162,41,0.6573516133128204,-0.36587869355177605,0.08757524704717476,0.3175298083614692,TRAMETINIB|fold1
TRAMETINIB,2,stacking,ridge,1.0,0.11326162689054509,162,41,0.6789612821204818,-0.2990094348888514,0.020651362426747765,0.39817540848025856,TRAMETINIB|fold2
TRAMETINIB,3,stacking,ridge,1.0,-0.02423943594963318,162,41,0.49165857713601047,0.0644915084189479,0.032995039128899666,0.4155902021509392,TRAMETINIB|fold3
TRAMETINIB,4,stacking,ridge,1.0,0.007615402082980283,163,40,0.8764296727839337,-0.3630309357418267,0.04405456598280636,0.21798082004444733,TRAMETINIB|fold4
TRAMETINIB,5,stacking,ridge,1.0,-0.018170844023827626,163,40,0.9007623467328217,-0.46032106770483616,0.04504164281064923,0.36482783516631867,TRAMETINIB|fold5
VELIPARIB,1,stacking,ridge,1.0,0.24951310547374117,162,41,0.8138017928745103,-0.27708120992448626,0.2674431117616278,0.13787460313812758,VELIPARIB|fold1
VELIPARIB,2,stacking,ridge,1.0,0.22360114243330198,162,41,0.7573326296453771,-0.16006799930135487,0.2778848676733437,0.0760886261116557,VELIPARIB|fold2
VELIPARIB,3,stacking,ridge,1.0,0.1979255372514066,162,41,0.6742412763679481,-0.20477910141473177,0.21321369242411153,0.2692720840942644,VELIPARIB|fold3
VELIPARIB,4,stacking,ridge,1.0,0.33181565913780053,163,40,0.7312136005056101,-0.08880041298319459,0.16619500577895618,0.11562539300235913,VELIPARIB|fold4
VELIPARIB,5,stacking,ridge,1.0,-0.6575633950526161,163,40,0.6103888492672098,0.025758454737217957,0.31004800240422514,0.20183765119233466,VELIPARIB|fold5
VISMODEGIB,1,stacking,ridge,1.0,0.33195426165559905,162,41,0.4991029408127266,-0.3505845830871771,0.2799643516391657,0.49884562045583375,VISMODEGIB|fold1
VISMODEGIB,2,stacking,ridge,1.0,-0.03224950927678272,162,41,0.4824655512576184,-0.3223847966435949,0.3462432687027785,0.5004334010314382,VISMODEGIB|fold2
VISMODEGIB,3,stacking,ridge,1.0,0.009043292254740543,162,41,0.5647167719773881,-0.3628685421458572,0.1369371895635081,0.655474529465815,VISMODEGIB|fold3
VISMODEGIB,4,stacking,ridge,1.0,-0.049709692586485055,163,40,0.6059698711758318,-0.34410493662094654,0.17725909079652213,0.5729315731780822,VISMODEGIB|fold4
VISMODEGIB,5,stacking,ridge,1.0,0.21945220894027528,163,40,0.744965435048426,-0.44953152680132596,0.11569768427493789,0.5435040800322136,VISMODEGIB|fold5
VORINOSTAT,1,stacking,ridge,1.0,-0.13641134766546825,162,41,0.5207158056053982,0.22171527513758008,0.08811912032780693,0.30895470186828017,VORINOSTAT|fold1
VORINOSTAT,2,stacking,ridge,1.0,-0.05901536693219922,162,41,0.6118605708712441,0.038543130007503174,0.28755400674771675,0.12028521411155864,VORINOSTAT|fold2
VORINOSTAT,3,stacking,ridge,1.0,-0.021148749187292037,162,41,0.9217584798694956,0.01423323710756017,-0.02430235605403967,0.08603690547109391,VORINOSTAT|fold3
VORINOSTAT,4,stacking,ridge,1.0,-0.03790762470446074,163,40,0.7198975483273896,0.11901908022510177,0.0978214896037842,0.1268342980051346,VORINOSTAT|fold4
VORINOSTAT,5,stacking,ridge,1.0,-0.08904333708204981,163,40,0.7269710815410986,0.12646145961887265,0.14085359066771344,0.09161066533561145,VORINOSTAT|fold5
WEE1 INHIBITOR,1,stacking,ridge,1.0,-0.3972435118626785,162,41,0.34598690694834333,0.14265748557305621,0.26258317235062634,0.48776141286176083,WEE1 INHIBITOR|fold1
WEE1 INHIBITOR,2,stacking,ridge,1.0,-0.011829963335191263,162,41,0.5828759064242569,-0.011599718028505117,-0.02712243500657826,0.49540229000541125,WEE1 INHIBITOR|fold2
WEE1 INHIBITOR,3,stacking,ridge,1.0,0.004862684553827545,162,41,0.38374230551381755,-0.06771233070178637,0.17611723007144375,0.49617991905355474,WEE1 INHIBITOR|fold3
WEE1 INHIBITOR,4,stacking,ridge,1.0,-0.17684774033245088,163,40,0.24027699255531718,0.06592604984207459,0.2191192853474377,0.5499653895120002,WEE1 INHIBITOR|fold4
WEE1 INHIBITOR,5,stacking,ridge,1.0,-0.10969678701705199,163,40,0.4340127036746808,-0.01957557428088298,0.2268320422036501,0.41629586309197314,WEE1 INHIBITOR|fold5
YK-4-279,1,stacking,ridge,1.0,0.21638598060903314,162,41,0.8399202978702086,-0.059084990193459384,-0.1387602162371542,0.24847807717532996,YK-4-279|fold1
YK-4-279,2,stacking,ridge,1.0,0.06360374785586753,162,41,0.7318975647489756,-0.077816217087325,0.12085959692284733,0.20583347580432218,YK-4-279|fold2
YK-4-279,3,stacking,ridge,1.0,-0.3600951040326479,162,41,0.3352328193262546,0.15546578017980267,0.149482976847116,0.5602802658123305,YK-4-279|fold3
YK-4-279,4,stacking,ridge,1.0,0.10607388919289895,163,40,0.6863650988861368,0.031044202692463718,0.00525346446305962,0.24025574686218543,YK-4-279|fold4
YK-4-279,5,stacking,ridge,1.0,-0.2702241520617348,163,40,0.8104048064069872,-0.0004401662712175184,0.058128249361511466,0.27247806433889554,YK-4-279|fold5
ZM447439,1,stacking,ridge,1.0,-0.3982914112459015,162,41,0.8102971152393451,0.25181826379106254,0.07515145220276533,0.0544631073753763,ZM447439|fold1
ZM447439,2,stacking,ridge,1.0,-0.3249972447049898,162,41,0.8802569054959419,0.16142721610207472,-0.034663681765191565,0.16863518476613415,ZM447439|fold2
ZM447439,3,stacking,ridge,1.0,-0.5030510447376355,162,41,0.6939801261346056,0.20224898717473058,0.1740787792821561,0.1716184057971214,ZM447439|fold3
ZM447439,4,stacking,ridge,1.0,-0.09324300858718382,163,40,0.9453468728851351,0.13019955331267144,-0.037739469233847196,-0.007426096061139732,ZM447439|fold4
ZM447439,5,stacking,ridge,1.0,-0.13856902876225208,163,40,1.0777343984029324,0.018203347216804458,-0.032401291088408356,0.030230508878456207,ZM447439|fold5
