feature,n_improve,n_worsen,n_nonmissing_total,coverage_rate_total,mean_improve,mean_worsen,median_improve,median_worsen,mean_diff_improve_minus_worsen,median_diff_improve_minus_worsen,cohen_d_improve_minus_worsen,abs_cohen_d,effect_direction,pvalue,single_feature_auc_abs,fdr_bh,minus_log10_p,lodo_runs_evaluable,lodo_median_effect,lodo_min_effect,lodo_max_effect,lodo_majority_direction,lodo_sign_consistency,lodo_p_lt_0_05_rate,thresholds_evaluable,threshold_median_effect,threshold_sign_consistency,threshold_p_lt_0_05_rate,threshold_fdr_lt_0_10_rate,threshold_majority_direction,consensus_score
alogp_xlogp,20,16,36,1.0,3.815999999999999,2.90625,4.1,3.335,0.909749999999999,0.7649999999999997,0.4101714284200417,0.4101714284200417,higher_in_improve,0.2651102490499522,0.6109375,0.6170995088404809,0.5765734823016144,36.0,0.40643476580984017,0.2795600154778466,0.5725352938023679,higher_in_improve,1.0,0.0,3,0.18757419961954067,1.0,0.0,0.0,higher_in_improve,5.765831696315031
Z_SCORE_std,20,16,36,1.0,1.004867690652165,1.0125009148252129,1.008817967078219,1.0141507425474003,-0.007633224173047903,-0.005332775469181428,-0.33422023495855624,0.33422023495855624,higher_in_worsen,0.2720592897486446,0.609375,0.6170995088404809,0.5653364400661341,36.0,-0.3275422839701979,-0.6267621401514957,-0.2265789503435387,higher_in_worsen,1.0,0.0,3,-0.46105587011547716,1.0,0.0,0.0,higher_in_worsen,5.707696426218917
Y_std,20,16,36,1.0,372448765271.3177,1.876254902988924e+23,1.5524091753707514,1.4605451823328757,-1.8762549029851996e+23,0.09186399303787574,-0.3763863263537933,0.3763863263537933,higher_in_worsen,0.3159451110985233,0.6,0.6170995088404809,0.5003883604752142,36.0,-0.3708099243540084,-0.39641248358530823,0.29468984881192184,higher_in_worsen,0.9722222222222222,0.0,3,-0.3763863263537933,1.0,0.0,0.0,higher_in_worsen,5.676734189209789
rtb,20,16,36,1.0,6.25,5.125,6.0,5.0,1.125,1.0,0.3087188186199534,0.3087188186199534,higher_in_improve,0.49149700889256376,0.56875,0.6170995088404809,0.3084791208133452,36.0,0.30481111268156114,0.1874883610426619,0.4035001734863567,higher_in_improve,1.0,0.0,3,0.3087188186199534,1.0,0.0,0.0,higher_in_improve,5.6581016139649645
Y_mean,20,16,36,1.0,8910875750.00062,5.840526402046621e+21,2.93755626386709,2.8293532011914224,-5.84052640203771e+21,0.10820306267566737,-0.37638632635396624,0.37638632635396624,higher_in_worsen,0.4936796070723848,0.56875,0.6170995088404809,0.30655481225556225,36.0,-0.37080992435418764,-0.396412483585479,0.29468984988234365,higher_in_worsen,0.9722222222222222,0.0,3,-0.37638632635396624,1.0,0.0,0.0,higher_in_worsen,5.653296689209919
qed_weighted,20,16,36,1.0,0.43999999999999995,0.490625,0.44,0.555,-0.05062500000000003,-0.11500000000000005,-0.28456366145597106,0.28456366145597106,higher_in_worsen,0.43510974202227315,0.578125,0.6170995088404809,0.3614011928296667,36.0,-0.27744664497934846,-0.4316819633316563,-0.17133231778938154,higher_in_worsen,1.0,0.0,3,-0.28456366145597106,1.0,0.0,0.0,higher_in_worsen,5.647016496091979
n_rows,20,16,36,1.0,1360.45,1283.625,1329.0,1157.0,76.82500000000005,172.0,0.24378757296177553,0.24378757296177553,higher_in_improve,0.2789754660538888,0.6078125,0.6170995088404809,0.5544339882171417,36.0,0.23910763196827733,0.17575136168374283,0.45683896032608373,higher_in_improve,1.0,0.0,3,0.29609930979376303,1.0,0.0,0.0,higher_in_improve,5.6387000547213315
AUC_std,20,16,36,1.0,0.11791845479404447,0.10039262976206031,0.11485711277449466,0.09464217312956164,0.01752582503198416,0.020214939644933025,0.25581447384013073,0.25581447384013073,higher_in_improve,0.4169000671394101,0.58125,0.6170995088404809,0.3799680349330143,36.0,0.24912801441758775,0.13909825218196611,0.40631001292860014,higher_in_improve,1.0,0.0,3,0.3360783387169228,1.0,0.0,0.0,higher_in_improve,5.627798355380098
psa_tpsa,20,16,36,1.0,88.227,101.29124999999999,85.215,79.58000000000001,-13.064249999999987,5.634999999999991,-0.29964714840716195,0.29964714840716195,higher_in_worsen,0.7623171183380947,0.53125,0.8712195638149653,0.11786432774892262,36.0,-0.2993720912001203,-0.4587561918973271,-0.1266721656900749,higher_in_worsen,1.0,0.0,3,-0.2816859561708632,1.0,0.0,0.0,higher_in_worsen,5.623172861305371
oral,20,16,36,1.0,0.25,0.375,0.0,0.0,-0.125,0.0,-0.26614532371118854,0.26614532371118854,higher_in_worsen,0.43669816952381335,0.5625,0.6170995088404809,0.3598186284756675,36.0,-0.23563775455985456,-0.35948480261100146,-0.1798692335461253,higher_in_worsen,1.0,0.0,3,-0.09869275424396538,1.0,0.0,0.0,higher_in_worsen,5.621483992783391
Y_iqr,20,16,36,1.0,2.0844916583059225,1.9020876431637066,1.836691125,1.68340975,0.18240401514221594,0.15328137499999994,0.21478661767309046,0.21478661767309046,higher_in_improve,0.34765171013757123,0.59375,0.6170995088404809,0.45885562993007334,36.0,0.21177140599984573,0.10475273746859973,0.5952786670217095,higher_in_improve,1.0,0.0,3,0.27698998576429,1.0,0.0,0.0,higher_in_improve,5.606402463254818
heavy_atoms,20,16,36,1.0,31.9,29.875,32.5,30.0,2.0249999999999986,2.5,0.19262475615215927,0.19262475615215927,higher_in_improve,0.4728908234131225,0.571875,0.6170995088404809,0.32523911351621193,36.0,0.186877990509544,0.031844783959880045,0.4150416753592205,higher_in_improve,1.0,0.0,3,0.12409358030047664,1.0,0.0,0.0,higher_in_improve,5.57337481711412
full_mwt,20,16,36,1.0,462.2434999999999,434.120625,463.275,434.425,28.122874999999908,28.849999999999966,0.17319004248474792,0.17319004248474792,higher_in_improve,0.4543759676970297,0.575,0.6170995088404809,0.34258464686696644,36.0,0.17029877081012135,0.008426622780919945,0.38856934966016876,higher_in_improve,1.0,0.0,3,0.028400815223465346,1.0,0.0,0.0,higher_in_improve,5.5611425318635614
AUC_mean,20,16,36,1.0,0.8740476721732815,0.8908754754873989,0.8938819859930653,0.8977702464389038,-0.016827803314117373,-0.003888260445838454,-0.1629191189830229,0.1629191189830229,higher_in_worsen,0.4354054072346276,0.578125,0.6170995088404809,0.36110618182322196,36.0,-0.15892260036058561,-0.33689634483059877,-0.02783535804560067,higher_in_worsen,1.0,0.0,3,-0.20350385231032173,1.0,0.0,0.0,higher_in_worsen,5.555783089237267
best_standard_value,19,15,34,0.9444444444444444,557.8338484210527,1119.0524,0.13,2.0,-561.2185515789473,-1.87,-0.20554816689904248,0.20554816689904248,higher_in_worsen,0.09563785863486472,0.6701754385964913,0.5693586380922451,1.019370156452888,36.0,-0.1918333018902747,-0.5030028814519479,0.11378566298666563,higher_in_worsen,0.9722222222222222,0.05555555555555555,3,-0.20554816689904248,1.0,0.3333333333333333,0.0,higher_in_worsen,5.545681593010539
hba,20,16,36,1.0,5.85,6.3125,6.0,6.0,-0.46250000000000036,0.0,-0.17555236956979847,0.17555236956979847,higher_in_worsen,0.9101729989318859,0.5125,0.9839708096560928,0.04087605235942467,36.0,-0.18078195945857592,-0.2921355954098592,0.021840706919673655,higher_in_worsen,0.9722222222222222,0.0,3,-0.18308171052758496,1.0,0.0,0.0,higher_in_worsen,5.460483721621793
ec50_best_pchembl,12,8,20,0.5555555555555556,8.030833333333332,7.35375,7.98,7.46,0.6770833333333321,0.5200000000000005,0.5364928397514579,0.5364928397514579,higher_in_improve,0.374588026577107,0.625,0.6170995088404809,0.4264461086334935,36.0,0.5364928397514579,0.3542376033950341,0.8259328917851393,higher_in_improve,1.0,0.0,3,0.5364928397514579,1.0,0.0,0.0,higher_in_improve,5.426675185369149
ac50_best_pchembl,6,4,10,0.2777777777777778,6.771666666666667,5.66,6.55,5.585,1.1116666666666672,0.9649999999999999,0.7987200616074919,0.7987200616074919,higher_in_improve,0.47619047619047616,0.6666666666666666,0.6170995088404809,0.3222192947339193,36.0,0.7987200616074919,0.5701826679351522,1.1470844411927648,higher_in_improve,1.0,0.0,2,0.8042923113982355,1.0,0.0,0.0,higher_in_improve,5.376817823983396
curve_RMSE_std,20,16,36,1.0,0.04414111855965138,0.04354531331673447,0.04422919373499148,0.03950633090704121,0.0005958052429169136,0.004722862827950265,0.07883724111548164,0.07883724111548164,higher_in_improve,0.5774418757515851,0.55625,0.6999295463655578,0.238491724528057,36.0,0.07344045438484961,-0.026320955443404258,0.25064102402593025,higher_in_improve,0.9444444444444444,0.0,3,0.2460988601368259,1.0,0.0,0.0,higher_in_improve,5.3652043197255
ki_best_pchembl,12,10,22,0.6111111111111112,8.712499999999999,8.205,9.17,8.285,0.5074999999999985,0.8849999999999998,0.3111943193543782,0.3111943193543782,higher_in_improve,0.44802241781132157,0.6,0.6170995088404809,0.3487002545550488,36.0,0.3111943193543782,0.15873064619996788,0.6548377152537556,higher_in_improve,1.0,0.0,3,0.29674921378433355,1.0,0.0,0.0,higher_in_improve,5.294506850626895
max_phase,13,9,22,0.6111111111111112,3.1538461538461537,3.4444444444444446,3.0,4.0,-0.2905982905982909,-1.0,-0.2912212244119565,0.2912212244119565,higher_in_worsen,0.32591734892942026,0.6153846153846154,0.6170995088404809,0.48689252095929686,36.0,-0.2912212244119565,-0.7154425483008854,-0.19720265943665408,higher_in_worsen,1.0,0.0,3,-0.2912212244119565,1.0,0.0,0.0,higher_in_worsen,5.29106549095854
hbd,20,16,36,1.0,1.9,2.3125,2.0,2.0,-0.4125000000000001,0.0,-0.2636355044964843,0.2636355044964843,higher_in_worsen,0.4236829105821295,0.578125,0.6170995088404809,0.37295905308553273,36.0,-0.26306014537150224,-0.4458146957173122,-0.15422842723373115,higher_in_worsen,1.0,0.0,3,-0.06098720933151395,0.6666666666666666,0.0,0.0,higher_in_worsen,4.964653711705696
first_approval,6,7,13,0.3611111111111111,2002.8333333333333,1997.857142857143,2007.5,2005.0,4.976190476190368,2.5,0.2710451263085774,0.2710451263085774,higher_in_improve,0.6678058142504256,0.5833333333333333,0.7856538991181479,0.17534980408086362,36.0,0.2710451263085774,-0.21436009702065942,0.5949061577392245,higher_in_improve,0.9722222222222222,0.0,3,0.2710451263085774,1.0,0.0,0.0,higher_in_improve,4.9463394002869885
act_pchembl_mean,19,15,34,0.9444444444444444,5.822000855080961,5.6807647964844925,5.46046904315197,5.2924999999999995,0.14123605859646826,0.16796904315197025,0.1584922653689358,0.1584922653689358,higher_in_improve,0.34902673977098286,0.5964912280701754,0.6170995088404809,0.45714129943014237,36.0,0.1584922653689358,0.06866287098513742,0.411956666815384,higher_in_improve,1.0,0.0,3,0.1584922653689358,0.6666666666666666,0.0,0.0,higher_in_improve,4.8440153978571105
median_pchembl,19,15,34,0.9444444444444444,5.612105263157895,5.483999999999999,5.37,5.06,0.12810526315789605,0.3100000000000005,0.12208605676702336,0.12208605676702336,higher_in_improve,0.43512098843750835,0.5807017543859649,0.6170995088404809,0.36138996763178033,36.0,0.12405753232019877,0.03446285016255963,0.3616242528018054,higher_in_improve,1.0,0.0,3,0.048982423119765264,0.6666666666666666,0.0,0.0,higher_in_improve,4.804868636142519
act_pchembl_median,19,15,34,0.9444444444444444,5.612105263157895,5.483999999999999,5.37,5.06,0.12810526315789605,0.3100000000000005,0.12208605676702336,0.12208605676702336,higher_in_improve,0.43512098843750835,0.5807017543859649,0.6170995088404809,0.36138996763178033,36.0,0.12405753232019877,0.03446285016255963,0.3616242528018054,higher_in_improve,1.0,0.0,3,0.048982423119765264,0.6666666666666666,0.0,0.0,higher_in_improve,4.804868636142519
curve_RMSE_mean,20,16,36,1.0,0.08176693064473288,0.08315297896131416,0.07878649181117534,0.08254825144502145,-0.001386048316581276,-0.003761759633846118,-0.07737054032618877,0.07737054032618877,higher_in_worsen,0.8860842360149852,0.515625,0.9839708096560928,0.052524989741020135,36.0,-0.07201251388415207,-0.18727925706459603,0.042331827513209665,higher_in_worsen,0.9166666666666666,0.0,3,0.08126676999783507,0.6666666666666666,0.0,0.0,higher_in_improve,4.611413321911308
mech_direct_interaction_mean,10,9,19,0.5277777777777778,1.0,1.0,1.0,1.0,0.0,0.0,,,neutral_or_missing,1.0,0.5,1.0,-0.0,,,,,,,,3,,,0.0,0.0,neutral_or_missing,0.9027777777777778
mech_disease_efficacy_mean,10,9,19,0.5277777777777778,1.0,1.0,1.0,1.0,0.0,0.0,,,neutral_or_missing,1.0,0.5,1.0,-0.0,,,,,,,,3,,,0.0,0.0,neutral_or_missing,0.9027777777777778
mech_molecular_mechanism_mean,10,9,19,0.5277777777777778,1.0,1.0,1.0,1.0,0.0,0.0,,,neutral_or_missing,1.0,0.5,1.0,-0.0,,,,,,,,3,,,0.0,0.0,neutral_or_missing,0.9027777777777778
