source,native,name,p_value,significant,term_size,query_size,intersection_size,intersection_genes
GO:BP,GO:0045087,innate immune response,1.0,False,80,313,47,
GO:BP,GO:0045088,regulation of innate immune response,1.0,False,52,313,27,
GO:BP,GO:0045089,positive regulation of innate immune response,1.0,False,47,313,23,
GO:BP,GO:0045017,glycerolipid biosynthetic process,1.0,False,21,313,16,
GO:BP,GO:0042982,amyloid precursor protein metabolic process,1.0,False,12,313,4,
GO:BP,GO:0045132,meiotic chromosome segregation,1.0,False,7,313,3,
GO:BP,GO:0045475,locomotor rhythm,1.0,False,2,313,2,
GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,1.0,False,9,313,5,
GO:BP,GO:0045321,leukocyte activation,1.0,False,82,313,46,
GO:BP,GO:0045137,development of primary sexual characteristics,1.0,False,18,313,12,
GO:BP,GO:0045141,meiotic telomere clustering,1.0,False,1,313,1,
GO:BP,GO:0045143,homologous chromosome segregation,1.0,False,3,313,1,
GO:BP,GO:0045165,cell fate commitment,1.0,False,27,313,15,
GO:BP,GO:0045184,establishment of protein localization,1.0,False,83,313,51,
GO:BP,GO:0045185,maintenance of protein location,1.0,False,3,313,2,
GO:BP,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",1.0,False,5,313,5,
GO:BP,GO:0045188,"regulation of circadian sleep/wake cycle, non-REM sleep",1.0,False,2,313,2,
GO:BP,GO:0045190,isotype switching,1.0,False,1,313,1,
GO:BP,GO:0045191,regulation of isotype switching,1.0,False,1,313,1,
GO:BP,GO:0045214,sarcomere organization,1.0,False,2,313,2,
GO:BP,GO:0045216,cell-cell junction organization,1.0,False,23,313,5,
REAC,REAC:R-HSA-192814,vRNA Synthesis,1.0,False,1,313,1,
GO:BP,GO:0045217,cell-cell junction maintenance,1.0,False,1,313,1,
GO:BP,GO:0045332,phospholipid translocation,1.0,False,1,313,1,
GO:BP,GO:0044785,metaphase/anaphase transition of meiotic cell cycle,1.0,False,2,313,1,
GO:BP,GO:0045333,cellular respiration,1.0,False,7,313,4,
GO:BP,GO:0045342,MHC class II biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:0045346,regulation of MHC class II biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:0045348,positive regulation of MHC class II biosynthetic process,1.0,False,2,313,1,
GO:BP,GO:0045428,regulation of nitric oxide biosynthetic process,1.0,False,15,313,6,
GO:BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,1.0,False,12,313,6,
GO:BP,GO:0045444,fat cell differentiation,1.0,False,16,313,13,
GO:BP,GO:0045445,myoblast differentiation,1.0,False,5,313,1,
GO:BP,GO:0045446,endothelial cell differentiation,1.0,False,14,313,6,
GO:BP,GO:0045453,bone resorption,1.0,False,9,313,6,
GO:BP,GO:0045471,response to ethanol,1.0,False,25,313,16,
GO:BP,GO:0045472,response to ether,1.0,False,3,313,2,
GO:BP,GO:0045229,external encapsulating structure organization,1.0,False,9,313,5,
GO:BP,GO:0045542,positive regulation of cholesterol biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:2001170,negative regulation of ATP biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0045577,regulation of B cell differentiation,1.0,False,4,313,1,
GO:BP,GO:0045666,positive regulation of neuron differentiation,1.0,False,3,313,2,
GO:BP,GO:0045665,negative regulation of neuron differentiation,1.0,False,4,313,1,
GO:BP,GO:0045580,regulation of T cell differentiation,1.0,False,15,313,8,
GO:BP,GO:0045581,negative regulation of T cell differentiation,1.0,False,5,313,2,
GO:BP,GO:0045582,positive regulation of T cell differentiation,1.0,False,8,313,4,
GO:BP,GO:0045595,regulation of cell differentiation,1.0,False,140,313,70,
GO:BP,GO:0045596,negative regulation of cell differentiation,1.0,False,43,313,12,
GO:BP,GO:0045597,positive regulation of cell differentiation,1.0,False,94,313,50,
GO:BP,GO:0045598,regulation of fat cell differentiation,1.0,False,11,313,9,
GO:BP,GO:0045600,positive regulation of fat cell differentiation,1.0,False,9,313,8,
GO:BP,GO:0045619,regulation of lymphocyte differentiation,1.0,False,19,313,10,
GO:BP,GO:0045620,negative regulation of lymphocyte differentiation,1.0,False,5,313,2,
GO:BP,GO:0045621,positive regulation of lymphocyte differentiation,1.0,False,11,313,6,
GO:BP,GO:0045622,regulation of T-helper cell differentiation,1.0,False,5,313,4,
GO:BP,GO:0045623,negative regulation of T-helper cell differentiation,1.0,False,2,313,1,
GO:BP,GO:0045624,positive regulation of T-helper cell differentiation,1.0,False,3,313,3,
GO:BP,GO:0045625,regulation of T-helper 1 cell differentiation,1.0,False,2,313,2,
GO:BP,GO:0045626,negative regulation of T-helper 1 cell differentiation,1.0,False,1,313,1,
GO:BP,GO:0045627,positive regulation of T-helper 1 cell differentiation,1.0,False,1,313,1,
GO:BP,GO:0045634,regulation of melanocyte differentiation,1.0,False,1,313,1,
GO:BP,GO:0045636,positive regulation of melanocyte differentiation,1.0,False,1,313,1,
GO:BP,GO:0045637,regulation of myeloid cell differentiation,1.0,False,16,313,6,
GO:BP,GO:0045638,negative regulation of myeloid cell differentiation,1.0,False,4,313,1,
GO:BP,GO:0045639,positive regulation of myeloid cell differentiation,1.0,False,10,313,4,
GO:BP,GO:0045646,regulation of erythrocyte differentiation,1.0,False,7,313,3,
GO:BP,GO:0045648,positive regulation of erythrocyte differentiation,1.0,False,5,313,2,
GO:BP,GO:0045649,regulation of macrophage differentiation,1.0,False,2,313,1,
GO:BP,GO:0045651,positive regulation of macrophage differentiation,1.0,False,2,313,1,
GO:BP,GO:0045661,regulation of myoblast differentiation,1.0,False,3,313,1,
GO:BP,GO:0045667,regulation of osteoblast differentiation,1.0,False,18,313,8,
GO:BP,GO:0045669,positive regulation of osteoblast differentiation,1.0,False,9,313,6,
GO:BP,GO:0045776,negative regulation of blood pressure,1.0,False,10,313,8,
GO:BP,GO:0045773,positive regulation of axon extension,1.0,False,4,313,1,
GO:BP,GO:0045988,negative regulation of striated muscle contraction,1.0,False,2,313,1,
GO:BP,GO:0045739,positive regulation of DNA repair,1.0,False,8,313,5,
GO:BP,GO:0045670,regulation of osteoclast differentiation,1.0,False,5,313,2,
GO:BP,GO:0045672,positive regulation of osteoclast differentiation,1.0,False,2,313,1,
GO:BP,GO:0045685,regulation of glial cell differentiation,1.0,False,9,313,4,
GO:BP,GO:0045686,negative regulation of glial cell differentiation,1.0,False,1,313,1,
GO:BP,GO:0045687,positive regulation of glial cell differentiation,1.0,False,6,313,2,
GO:BP,GO:0045721,negative regulation of gluconeogenesis,1.0,False,2,313,2,
GO:BP,GO:0045723,positive regulation of fatty acid biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:0045725,positive regulation of glycogen biosynthetic process,1.0,False,4,313,3,
GO:BP,GO:0045727,positive regulation of translation,1.0,False,9,313,3,
GO:BP,GO:0045728,respiratory burst after phagocytosis,1.0,False,1,313,1,
GO:BP,GO:0045730,respiratory burst,1.0,False,7,313,5,
GO:BP,GO:0045732,positive regulation of protein catabolic process,1.0,False,22,313,8,
GO:BP,GO:0045663,positive regulation of myoblast differentiation,1.0,False,2,313,1,
GO:BP,GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,1.0,False,2,313,2,
GO:BP,GO:0045740,positive regulation of DNA replication,1.0,False,7,313,4,
GO:BP,GO:0045778,positive regulation of ossification,1.0,False,8,313,5,
GO:BP,GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,1.0,False,2,313,2,
GO:BP,GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,1.0,False,2,313,1,
GO:BP,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,1.0,False,7,313,7,
GO:BP,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,1.0,False,5,313,3,
GO:BP,GO:0045746,negative regulation of Notch signaling pathway,1.0,False,4,313,3,
GO:BP,GO:0045747,positive regulation of Notch signaling pathway,1.0,False,7,313,4,IDA
GO:BP,GO:0045759,negative regulation of action potential,1.0,False,1,313,1,
GO:BP,GO:0045760,positive regulation of action potential,1.0,False,4,313,3,
GO:BP,GO:0045761,regulation of adenylate cyclase activity,1.0,False,6,313,4,
GO:BP,GO:0045762,positive regulation of adenylate cyclase activity,1.0,False,5,313,3,
GO:BP,GO:0045765,regulation of angiogenesis,1.0,False,36,313,19,
GO:BP,GO:0045766,positive regulation of angiogenesis,1.0,False,25,313,15,
GO:BP,GO:0045738,negative regulation of DNA repair,1.0,False,4,313,1,
GO:BP,GO:0045989,positive regulation of striated muscle contraction,1.0,False,2,313,1,
GO:BP,GO:0045664,regulation of neuron differentiation,1.0,False,14,313,8,
GO:BP,GO:0045779,negative regulation of bone resorption,1.0,False,1,313,1,
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,1.0,False,50,313,23,
GO:BP,GO:0045880,positive regulation of smoothened signaling pathway,1.0,False,4,313,2,
GO:BP,GO:0045785,positive regulation of cell adhesion,1.0,False,53,313,35,
GO:BP,GO:0045786,negative regulation of cell cycle,1.0,False,45,313,22,
GO:BP,GO:0045787,positive regulation of cell cycle,1.0,False,37,313,25,
GO:BP,GO:0045792,negative regulation of cell size,1.0,False,1,313,1,
GO:BP,GO:0045793,positive regulation of cell size,1.0,False,5,313,2,
GO:BP,GO:0045806,negative regulation of endocytosis,1.0,False,5,313,3,
GO:BP,GO:0045807,positive regulation of endocytosis,1.0,False,11,313,7,
GO:BP,GO:0045814,"negative regulation of gene expression, epigenetic",1.0,False,12,313,3,
GO:BP,GO:0045815,transcription initiation-coupled chromatin remodeling,1.0,False,1,313,1,
GO:BP,GO:0045819,positive regulation of glycogen catabolic process,1.0,False,1,313,1,
GO:BP,GO:0045821,positive regulation of glycolytic process,1.0,False,6,313,4,
GO:BP,GO:0045822,negative regulation of heart contraction,1.0,False,5,313,3,
GO:BP,GO:0045823,positive regulation of heart contraction,1.0,False,6,313,3,
GO:BP,GO:0045824,negative regulation of innate immune response,1.0,False,8,313,6,
GO:BP,GO:0045829,negative regulation of isotype switching,1.0,False,1,313,1,
GO:BP,GO:0045833,negative regulation of lipid metabolic process,1.0,False,12,313,7,
GO:BP,GO:0045834,positive regulation of lipid metabolic process,1.0,False,20,313,10,
GO:BP,GO:0045838,positive regulation of membrane potential,1.0,False,1,313,1,
GO:BP,GO:0045839,negative regulation of mitotic nuclear division,1.0,False,6,313,4,
GO:BP,GO:0045840,positive regulation of mitotic nuclear division,1.0,False,6,313,4,
GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,1.0,False,5,313,3,
GO:BP,GO:0045844,positive regulation of striated muscle tissue development,1.0,False,5,313,2,
GO:BP,GO:0045851,pH reduction,1.0,False,1,313,1,
GO:BP,GO:0045859,regulation of protein kinase activity,1.0,False,70,313,37,
GO:BP,GO:0045860,positive regulation of protein kinase activity,1.0,False,53,313,28,
GO:BP,GO:0045861,negative regulation of proteolysis,1.0,False,16,313,7,
GO:BP,GO:0045862,positive regulation of proteolysis,1.0,False,28,313,13,
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,1.0,False,117,313,61,
GO:BP,GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,1.0,False,2,313,1,
GO:BP,GO:0045986,negative regulation of smooth muscle contraction,1.0,False,5,313,3,
GO:BP,GO:0045981,positive regulation of nucleotide metabolic process,1.0,False,6,313,4,
GO:BP,GO:0045987,positive regulation of smooth muscle contraction,1.0,False,9,313,9,
GO:BP,GO:0045932,negative regulation of muscle contraction,1.0,False,7,313,4,
GO:BP,GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,1.0,False,1,313,1,
GO:BP,GO:0045907,positive regulation of vasoconstriction,1.0,False,12,313,10,
GO:BP,GO:0045910,negative regulation of DNA recombination,1.0,False,4,313,2,
GO:BP,GO:0045911,positive regulation of DNA recombination,1.0,False,2,313,2,
GO:BP,GO:0045912,negative regulation of carbohydrate metabolic process,1.0,False,9,313,3,
GO:BP,GO:0045913,positive regulation of carbohydrate metabolic process,1.0,False,12,313,7,
GO:BP,GO:0045920,negative regulation of exocytosis,1.0,False,3,313,3,
GO:BP,GO:0045921,positive regulation of exocytosis,1.0,False,4,313,1,
GO:BP,GO:0045922,negative regulation of fatty acid metabolic process,1.0,False,2,313,2,
GO:BP,GO:0045923,positive regulation of fatty acid metabolic process,1.0,False,6,313,2,
GO:BP,GO:0045926,negative regulation of growth,1.0,False,24,313,14,
GO:BP,GO:0045927,positive regulation of growth,1.0,False,31,313,19,
GO:BP,GO:0045777,positive regulation of blood pressure,1.0,False,9,313,7,
GO:BP,GO:0045930,negative regulation of mitotic cell cycle,1.0,False,29,313,15,
GO:BP,GO:0045933,positive regulation of muscle contraction,1.0,False,10,313,9,
GO:BP,GO:0045780,positive regulation of bone resorption,1.0,False,5,313,3,
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,1.0,False,66,313,33,
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,1.0,False,148,313,77,
GO:BP,GO:0045936,negative regulation of phosphate metabolic process,1.0,False,35,313,16,
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,1.0,False,106,313,60,
GO:BP,GO:0045938,"positive regulation of circadian sleep/wake cycle, sleep",1.0,False,1,313,1,
GO:BP,GO:0045940,positive regulation of steroid metabolic process,1.0,False,5,313,2,
GO:BP,GO:0045943,positive regulation of transcription by RNA polymerase I,1.0,False,2,313,2,
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,1.0,False,86,313,43,
GO:BP,GO:0045945,positive regulation of transcription by RNA polymerase III,1.0,False,1,313,1,
GO:BP,GO:0045948,positive regulation of translational initiation,1.0,False,5,313,1,
GO:BP,GO:0045955,negative regulation of calcium ion-dependent exocytosis,1.0,False,1,313,1,
GO:BP,GO:0045980,negative regulation of nucleotide metabolic process,1.0,False,5,313,2,
GO:BP,GO:0045931,positive regulation of mitotic cell cycle,1.0,False,13,313,10,
GO:BP,GO:0045875,negative regulation of sister chromatid cohesion,1.0,False,1,313,1,
GO:BP,GO:0045992,negative regulation of embryonic development,1.0,False,1,313,1,
GO:BP,GO:0046668,regulation of retinal cell programmed cell death,1.0,False,1,313,1,
GO:BP,GO:0046148,pigment biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0045995,regulation of embryonic development,1.0,False,3,313,3,
GO:BP,GO:0046006,regulation of activated T cell proliferation,1.0,False,3,313,2,
GO:BP,GO:0046031,ADP metabolic process,1.0,False,12,313,5,
GO:BP,GO:0046032,ADP catabolic process,1.0,False,11,313,4,
GO:BP,GO:0046033,AMP metabolic process,1.0,False,2,313,1,
GO:BP,GO:0046034,ATP metabolic process,1.0,False,13,313,6,
GO:BP,GO:0046037,GMP metabolic process,1.0,False,3,313,1,
GO:BP,GO:0046039,GTP metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046053,dAMP metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046058,cAMP metabolic process,1.0,False,3,313,1,
GO:BP,GO:0046060,dATP metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046112,nucleobase biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046128,purine ribonucleoside metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046129,purine ribonucleoside biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046160,heme a metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046365,monosaccharide catabolic process,1.0,False,2,313,2,
GO:BP,GO:0046165,alcohol biosynthetic process,1.0,False,11,313,5,
GO:BP,GO:0046173,polyol biosynthetic process,1.0,False,4,313,2,
GO:BP,GO:0046189,phenol-containing compound biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046209,nitric oxide metabolic process,1.0,False,15,313,6,
GO:BP,GO:0046222,aflatoxin metabolic process,1.0,False,2,313,2,
GO:BP,GO:0046320,regulation of fatty acid oxidation,1.0,False,6,313,3,
GO:BP,GO:0046322,negative regulation of fatty acid oxidation,1.0,False,2,313,2,
GO:BP,GO:0046323,D-glucose import,1.0,False,10,313,4,
GO:BP,GO:0046324,regulation of D-glucose import,1.0,False,9,313,3,
GO:BP,GO:0046326,positive regulation of D-glucose import,1.0,False,5,313,3,
GO:BP,GO:0046328,regulation of JNK cascade,1.0,False,27,313,13,
GO:BP,GO:0046329,negative regulation of JNK cascade,1.0,False,3,313,1,
GO:BP,GO:0046902,regulation of mitochondrial membrane permeability,1.0,False,8,313,4,
GO:BP,GO:0046385,deoxyribose phosphate biosynthetic process,1.0,False,2,313,1,
GO:BP,GO:0046394,carboxylic acid biosynthetic process,1.0,False,20,313,9,
GO:BP,GO:0046545,development of primary female sexual characteristics,1.0,False,12,313,11,
GO:BP,GO:0046474,glycerophospholipid biosynthetic process,1.0,False,20,313,15,
GO:BP,GO:0046395,carboxylic acid catabolic process,1.0,False,6,313,4,
GO:BP,GO:0046415,urate metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,1.0,False,11,313,7,
GO:BP,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,1.0,False,1,313,1,
GO:BP,GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,1.0,False,8,313,5,
GO:BP,GO:0046434,organophosphate catabolic process,1.0,False,16,313,5,
GO:BP,GO:0046456,icosanoid biosynthetic process,1.0,False,9,313,5,
GO:BP,GO:0046457,prostanoid biosynthetic process,1.0,False,5,313,3,
GO:BP,GO:0046460,neutral lipid biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046461,neutral lipid catabolic process,1.0,False,1,313,1,
GO:BP,GO:0046463,acylglycerol biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046464,acylglycerol catabolic process,1.0,False,1,313,1,
GO:BP,GO:0046466,membrane lipid catabolic process,1.0,False,2,313,1,
GO:BP,GO:0046330,positive regulation of JNK cascade,1.0,False,21,313,8,
GO:BP,GO:0046467,membrane lipid biosynthetic process,1.0,False,8,313,5,
GO:BP,GO:0046390,ribose phosphate biosynthetic process,1.0,False,4,313,2,
GO:BP,GO:0046479,glycosphingolipid catabolic process,1.0,False,2,313,1,
GO:BP,GO:0046486,glycerolipid metabolic process,1.0,False,23,313,17,
GO:BP,GO:0046488,phosphatidylinositol metabolic process,1.0,False,20,313,16,
GO:BP,GO:0046492,heme B metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046496,nicotinamide nucleotide metabolic process,1.0,False,12,313,5,
GO:BP,GO:0046501,protoporphyrinogen IX metabolic process,1.0,False,2,313,1,
GO:BP,GO:0046503,glycerolipid catabolic process,1.0,False,1,313,1,
GO:BP,GO:0046512,sphingosine biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046513,ceramide biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:0046514,ceramide catabolic process,1.0,False,2,313,1,
GO:BP,GO:0046519,sphingoid metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046520,sphingoid biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046541,saliva secretion,1.0,False,4,313,4,
GO:BP,GO:0046477,glycosylceramide catabolic process,1.0,False,2,313,1,
GO:BP,GO:0046671,negative regulation of retinal cell programmed cell death,1.0,False,1,313,1,
GO:BP,GO:0046364,monosaccharide biosynthetic process,1.0,False,5,313,3,
GO:BP,GO:0046578,regulation of Ras protein signal transduction,1.0,False,3,313,2,
GO:BP,GO:0046677,response to antibiotic,1.0,False,6,313,4,
GO:BP,GO:0046676,negative regulation of insulin secretion,1.0,False,7,313,6,
GO:BP,GO:0046601,positive regulation of centriole replication,1.0,False,1,313,1,
GO:BP,GO:0046602,regulation of mitotic centrosome separation,1.0,False,2,313,2,
GO:BP,GO:0046605,regulation of centrosome cycle,1.0,False,5,313,2,
GO:BP,GO:0046618,xenobiotic export from cell,1.0,False,2,313,2,
GO:BP,GO:0046620,regulation of organ growth,1.0,False,18,313,12,
GO:BP,GO:0046621,negative regulation of organ growth,1.0,False,5,313,4,
GO:BP,GO:0046622,positive regulation of organ growth,1.0,False,10,313,8,
GO:BP,GO:0046626,regulation of insulin receptor signaling pathway,1.0,False,14,313,4,
GO:BP,GO:0046627,negative regulation of insulin receptor signaling pathway,1.0,False,11,313,2,
GO:BP,GO:0046628,positive regulation of insulin receptor signaling pathway,1.0,False,2,313,1,
GO:BP,GO:0046629,gamma-delta T cell activation,1.0,False,2,313,1,
GO:BP,GO:0046631,alpha-beta T cell activation,1.0,False,21,313,13,
GO:BP,GO:0046632,alpha-beta T cell differentiation,1.0,False,17,313,10,
GO:BP,GO:0046633,alpha-beta T cell proliferation,1.0,False,7,313,3,
GO:BP,GO:0046634,regulation of alpha-beta T cell activation,1.0,False,14,313,7,
GO:BP,GO:0046635,positive regulation of alpha-beta T cell activation,1.0,False,10,313,5,
GO:BP,GO:0046636,negative regulation of alpha-beta T cell activation,1.0,False,5,313,2,
GO:BP,GO:0046637,regulation of alpha-beta T cell differentiation,1.0,False,10,313,4,
GO:BP,GO:0046638,positive regulation of alpha-beta T cell differentiation,1.0,False,7,313,3,
GO:BP,GO:0046639,negative regulation of alpha-beta T cell differentiation,1.0,False,4,313,1,
GO:BP,GO:0046640,regulation of alpha-beta T cell proliferation,1.0,False,7,313,3,
GO:BP,GO:0046641,positive regulation of alpha-beta T cell proliferation,1.0,False,7,313,3,
GO:BP,GO:0046649,lymphocyte activation,1.0,False,73,313,43,
GO:BP,GO:0046651,lymphocyte proliferation,1.0,False,30,313,16,
GO:BP,GO:0046660,female sex differentiation,1.0,False,15,313,13,
GO:BP,GO:0046661,male sex differentiation,1.0,False,14,313,7,
GO:BP,GO:0046666,retinal cell programmed cell death,1.0,False,1,313,1,
GO:BP,GO:0046683,response to organophosphorus,1.0,False,15,313,10,
GO:BP,GO:0046685,response to arsenic-containing substance,1.0,False,4,313,3,
GO:BP,GO:0046890,regulation of lipid biosynthetic process,1.0,False,20,313,10,
GO:BP,GO:0046889,positive regulation of lipid biosynthetic process,1.0,False,15,313,8,
GO:BP,GO:0046579,positive regulation of Ras protein signal transduction,1.0,False,2,313,2,
GO:BP,GO:0046850,regulation of bone remodeling,1.0,False,7,313,5,
GO:BP,GO:0046686,response to cadmium ion,1.0,False,10,313,8,
GO:BP,GO:0046688,response to copper ion,1.0,False,2,313,2,
GO:BP,GO:0046697,decidualization,1.0,False,4,313,4,
GO:BP,GO:0046717,acid secretion,1.0,False,7,313,6,
GO:BP,GO:0046718,symbiont entry into host cell,1.0,False,9,313,6,
GO:BP,GO:0046777,protein autophosphorylation,1.0,False,128,313,76,
GO:BP,GO:0046785,microtubule polymerization,1.0,False,7,313,4,
GO:BP,GO:0046822,regulation of nucleocytoplasmic transport,1.0,False,19,313,9,
GO:BP,GO:0046824,positive regulation of nucleocytoplasmic transport,1.0,False,18,313,9,
GO:BP,GO:0046825,regulation of protein export from nucleus,1.0,False,8,313,3,
GO:BP,GO:0046827,positive regulation of protein export from nucleus,1.0,False,7,313,3,
GO:BP,GO:0046839,phospholipid dephosphorylation,1.0,False,2,313,1,
GO:BP,GO:0046546,development of primary male sexual characteristics,1.0,False,12,313,7,
GO:BP,GO:0046847,filopodium assembly,1.0,False,5,313,1,
GO:BP,GO:0046851,negative regulation of bone remodeling,1.0,False,1,313,1,
GO:BP,GO:0046599,regulation of centriole replication,1.0,False,2,313,1,
GO:BP,GO:0046854,phosphatidylinositol phosphate biosynthetic process,1.0,False,15,313,12,
GO:BP,GO:0046856,phosphatidylinositol dephosphorylation,1.0,False,1,313,1,
GO:BP,GO:0046864,isoprenoid transport,1.0,False,1,313,1,
GO:BP,GO:0046865,terpenoid transport,1.0,False,1,313,1,
GO:BP,GO:0046877,regulation of saliva secretion,1.0,False,2,313,2,
GO:BP,GO:0046878,positive regulation of saliva secretion,1.0,False,1,313,1,
GO:BP,GO:0046879,hormone secretion,1.0,False,41,313,27,
GO:BP,GO:0046883,regulation of hormone secretion,1.0,False,35,313,22,
GO:BP,GO:0046885,regulation of hormone biosynthetic process,1.0,False,2,313,2,
GO:BP,GO:0046886,positive regulation of hormone biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0046887,positive regulation of hormone secretion,1.0,False,16,313,9,
GO:BP,GO:0046888,negative regulation of hormone secretion,1.0,False,11,313,9,
GO:BP,GO:0046849,bone remodeling,1.0,False,10,313,6,
GO:BP,GO:0045879,negative regulation of smoothened signaling pathway,1.0,False,3,313,1,
GO:BP,GO:0046898,response to cycloheximide,1.0,False,1,313,1,
GO:BP,GO:0046903,secretion,1.0,False,95,313,61,
GO:BP,GO:0048145,regulation of fibroblast proliferation,1.0,False,10,313,7,
GO:BP,GO:0048144,fibroblast proliferation,1.0,False,11,313,8,
GO:BP,GO:0046928,regulation of neurotransmitter secretion,1.0,False,7,313,4,
GO:BP,GO:0046931,pore complex assembly,1.0,False,1,313,1,
GO:BP,GO:0046942,carboxylic acid transport,1.0,False,27,313,13,
GO:BP,GO:0046958,nonassociative learning,1.0,False,2,313,2,
GO:BP,GO:0046959,habituation,1.0,False,1,313,1,
GO:BP,GO:0046960,sensitization,1.0,False,2,313,2,
GO:BP,GO:0046984,regulation of hemoglobin biosynthetic process,1.0,False,2,313,1,
GO:BP,GO:0047484,regulation of response to osmotic stress,1.0,False,3,313,3,
GO:BP,GO:0047497,mitochondrion transport along microtubule,1.0,False,1,313,1,
GO:BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,1.0,False,8,313,6,
GO:BP,GO:0048009,insulin-like growth factor receptor signaling pathway,1.0,False,12,313,9,
GO:BP,GO:0048010,vascular endothelial growth factor receptor signaling pathway,1.0,False,16,313,11,
GO:BP,GO:0048011,neurotrophin TRK receptor signaling pathway,1.0,False,3,313,3,
GO:BP,GO:0048012,hepatocyte growth factor receptor signaling pathway,1.0,False,3,313,1,
GO:BP,GO:0048013,ephrin receptor signaling pathway,1.0,False,21,313,14,
GO:BP,GO:0048014,Tie signaling pathway,1.0,False,1,313,1,
GO:BP,GO:0048015,phosphatidylinositol-mediated signaling,1.0,False,11,313,10,
GO:BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",1.0,False,3,313,2,
GO:BP,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",1.0,False,1,313,1,
GO:BP,GO:0048033,heme O metabolic process,1.0,False,1,313,1,
GO:BP,GO:0048034,heme O biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0048041,focal adhesion assembly,1.0,False,18,313,11,
GO:BP,GO:0048048,embryonic eye morphogenesis,1.0,False,2,313,2,
GO:BP,GO:0048050,post-embryonic eye morphogenesis,1.0,False,1,313,1,
GO:BP,GO:0048066,developmental pigmentation,1.0,False,2,313,2,
GO:BP,GO:0048070,regulation of developmental pigmentation,1.0,False,1,313,1,
GO:BP,GO:0048087,positive regulation of developmental pigmentation,1.0,False,1,313,1,
GO:BP,GO:0048146,positive regulation of fibroblast proliferation,1.0,False,7,313,5,
GO:BP,GO:0048147,negative regulation of fibroblast proliferation,1.0,False,3,313,2,
GO:BP,GO:0048311,mitochondrion distribution,1.0,False,1,313,1,
GO:BP,GO:0048308,organelle inheritance,1.0,False,8,313,4,
GO:BP,GO:0048640,negative regulation of developmental growth,1.0,False,15,313,10,
GO:BP,GO:0048243,norepinephrine secretion,1.0,False,6,313,5,
GO:BP,GO:0048148,behavioral response to cocaine,1.0,False,8,313,7,
GO:BP,GO:0048149,behavioral response to ethanol,1.0,False,4,313,3,
GO:BP,GO:0048165,fused antrum stage,1.0,False,1,313,1,
GO:BP,GO:0048167,regulation of synaptic plasticity,1.0,False,20,313,10,
GO:BP,GO:0048168,regulation of neuronal synaptic plasticity,1.0,False,5,313,2,
GO:BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,1.0,False,4,313,2,
GO:BP,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,1.0,False,2,313,1,
