source,native,name,p_value,significant,term_size,query_size,intersection_size,intersection_genes
GO:BP,GO:0048193,Golgi vesicle transport,1.0,False,7,313,5,
GO:BP,GO:0048199,"vesicle targeting, to, from or within Golgi",1.0,False,2,313,1,
GO:BP,GO:0048207,"vesicle targeting, rough ER to cis-Golgi",1.0,False,2,313,1,
GO:BP,GO:0048208,COPII vesicle coating,1.0,False,2,313,1,
GO:BP,GO:0048232,male gamete generation,1.0,False,31,313,17,
GO:BP,GO:0048102,autophagic cell death,1.0,False,1,313,1,
GO:BP,GO:0048241,epinephrine transport,1.0,False,3,313,2,
GO:BP,GO:0048246,macrophage chemotaxis,1.0,False,5,313,3,
GO:BP,GO:0048313,Golgi inheritance,1.0,False,8,313,4,
GO:BP,GO:0048247,lymphocyte chemotaxis,1.0,False,5,313,2,
GO:BP,GO:0048255,mRNA stabilization,1.0,False,4,313,2,
GO:BP,GO:0048259,regulation of receptor-mediated endocytosis,1.0,False,10,313,8,"IDA,IMP,IBA"
GO:BP,GO:0048260,positive regulation of receptor-mediated endocytosis,1.0,False,3,313,2,
GO:BP,GO:0048262,determination of dorsal/ventral asymmetry,1.0,False,1,313,1,
GO:BP,GO:0048263,determination of dorsal identity,1.0,False,1,313,1,
GO:BP,GO:0048265,response to pain,1.0,False,6,313,6,
GO:BP,GO:0048266,behavioral response to pain,1.0,False,4,313,4,
GO:BP,GO:0048268,clathrin coat assembly,1.0,False,2,313,2,
GO:BP,GO:0048284,organelle fusion,1.0,False,5,313,2,
GO:BP,GO:0048285,organelle fission,1.0,False,29,313,17,
GO:BP,GO:0048286,lung alveolus development,1.0,False,5,313,4,
GO:BP,GO:0048242,epinephrine secretion,1.0,False,3,313,2,
GO:BP,GO:0048641,regulation of skeletal muscle tissue development,1.0,False,4,313,1,
GO:BP,GO:0048143,astrocyte activation,1.0,False,5,313,2,
GO:BP,GO:0048332,mesoderm morphogenesis,1.0,False,8,313,3,
GO:BP,GO:0048534,hematopoietic or lymphoid organ development,1.0,False,16,313,11,
GO:BP,GO:0048525,negative regulation of viral process,1.0,False,5,313,2,
GO:BP,GO:0048339,paraxial mesoderm development,1.0,False,2,313,1,
GO:BP,GO:0048368,lateral mesoderm development,1.0,False,4,313,1,
GO:BP,GO:0048369,lateral mesoderm morphogenesis,1.0,False,2,313,1,
GO:BP,GO:0048370,lateral mesoderm formation,1.0,False,2,313,1,
GO:BP,GO:0048371,lateral mesodermal cell differentiation,1.0,False,2,313,1,
GO:BP,GO:0048372,lateral mesodermal cell fate commitment,1.0,False,2,313,1,
GO:BP,GO:0048377,lateral mesodermal cell fate specification,1.0,False,2,313,1,
GO:BP,GO:0048378,regulation of lateral mesodermal cell fate specification,1.0,False,2,313,1,
GO:BP,GO:0048384,retinoic acid receptor signaling pathway,1.0,False,3,313,1,
GO:BP,GO:0048468,cell development,1.0,False,218,313,117,
GO:BP,GO:0048469,cell maturation,1.0,False,20,313,12,
GO:BP,GO:0048477,oogenesis,1.0,False,10,313,7,
GO:BP,GO:0048483,autonomic nervous system development,1.0,False,3,313,3,
GO:BP,GO:0048484,enteric nervous system development,1.0,False,2,313,2,
GO:BP,GO:0048485,sympathetic nervous system development,1.0,False,1,313,1,
GO:BP,GO:0048488,synaptic vesicle endocytosis,1.0,False,6,313,4,
GO:BP,GO:0048489,synaptic vesicle transport,1.0,False,2,313,1,
GO:BP,GO:0048511,rhythmic process,1.0,False,49,313,31,
GO:BP,GO:0048512,circadian behavior,1.0,False,9,313,8,
GO:BP,GO:0048513,animal organ development,1.0,False,197,313,109,
GO:BP,GO:0048514,blood vessel morphogenesis,1.0,False,70,313,38,
GO:BP,GO:0048515,spermatid differentiation,1.0,False,7,313,3,
GO:BP,GO:0048518,positive regulation of biological process,1.0,False,411,313,225,IDA
GO:BP,GO:0048519,negative regulation of biological process,1.0,False,335,313,175,
GO:BP,GO:0048520,positive regulation of behavior,1.0,False,4,313,3,
GO:BP,GO:0048521,negative regulation of behavior,1.0,False,4,313,4,
GO:BP,GO:0048522,positive regulation of cellular process,1.0,False,397,313,215,IDA
GO:BP,GO:0048535,lymph node development,1.0,False,1,313,1,
GO:BP,GO:0048536,spleen development,1.0,False,4,313,3,
GO:BP,GO:0048638,regulation of developmental growth,1.0,False,47,313,27,
GO:BP,GO:0048636,positive regulation of muscle organ development,1.0,False,5,313,2,
GO:BP,GO:0048639,positive regulation of developmental growth,1.0,False,21,313,14,
GO:BP,GO:0048584,positive regulation of response to stimulus,1.0,False,242,313,139,IDA
GO:BP,GO:0048537,mucosa-associated lymphoid tissue development,1.0,False,1,313,1,
GO:BP,GO:0048538,thymus development,1.0,False,13,313,9,
GO:BP,GO:0048539,bone marrow development,1.0,False,1,313,1,
GO:BP,GO:0048541,Peyer's patch development,1.0,False,1,313,1,
GO:BP,GO:0048545,response to steroid hormone,1.0,False,37,313,24,
GO:BP,GO:0048546,digestive tract morphogenesis,1.0,False,7,313,5,
GO:BP,GO:0048548,regulation of pinocytosis,1.0,False,1,313,1,
GO:BP,GO:0048549,positive regulation of pinocytosis,1.0,False,1,313,1,
GO:BP,GO:0048557,embryonic digestive tract morphogenesis,1.0,False,3,313,2,
GO:BP,GO:0048562,embryonic organ morphogenesis,1.0,False,19,313,9,
GO:BP,GO:0048565,digestive tract development,1.0,False,15,313,10,
GO:BP,GO:0048566,embryonic digestive tract development,1.0,False,4,313,2,
GO:BP,GO:0048312,intracellular distribution of mitochondria,1.0,False,1,313,1,
GO:BP,GO:0048568,embryonic organ development,1.0,False,30,313,18,
GO:BP,GO:0048585,negative regulation of response to stimulus,1.0,False,140,313,79,
GO:BP,GO:0048333,mesodermal cell differentiation,1.0,False,4,313,2,
GO:BP,GO:0048588,developmental cell growth,1.0,False,24,313,8,
GO:BP,GO:0048589,developmental growth,1.0,False,72,313,40,
GO:BP,GO:0048592,eye morphogenesis,1.0,False,10,313,5,
GO:BP,GO:0048593,camera-type eye morphogenesis,1.0,False,8,313,4,
GO:BP,GO:0048596,embryonic camera-type eye morphogenesis,1.0,False,2,313,2,
GO:BP,GO:0048597,post-embryonic camera-type eye morphogenesis,1.0,False,1,313,1,
GO:BP,GO:0048598,embryonic morphogenesis,1.0,False,47,313,23,
GO:BP,GO:0048599,oocyte development,1.0,False,7,313,4,
GO:BP,GO:0048608,reproductive structure development,1.0,False,24,313,15,
GO:BP,GO:0048609,multicellular organismal reproductive process,1.0,False,68,313,39,
GO:BP,GO:0048617,embryonic foregut morphogenesis,1.0,False,2,313,1,
GO:BP,GO:0048634,regulation of muscle organ development,1.0,False,5,313,2,
GO:BP,GO:0048583,regulation of response to stimulus,1.0,False,339,313,182,IDA
GO:BP,GO:0048643,positive regulation of skeletal muscle tissue development,1.0,False,4,313,1,
GO:BP,GO:0050764,regulation of phagocytosis,1.0,False,10,313,5,
GO:BP,GO:0050747,positive regulation of lipoprotein metabolic process,1.0,False,1,313,1,
GO:BP,GO:0046907,intracellular transport,1.0,False,53,313,30,
GO:BP,GO:0048680,positive regulation of axon regeneration,1.0,False,3,313,2,
GO:BP,GO:0048644,muscle organ morphogenesis,1.0,False,5,313,3,
GO:BP,GO:0048645,animal organ formation,1.0,False,12,313,6,
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,1.0,False,97,313,53,
GO:BP,GO:0048659,smooth muscle cell proliferation,1.0,False,26,313,15,
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,1.0,False,26,313,15,
GO:BP,GO:0048661,positive regulation of smooth muscle cell proliferation,1.0,False,21,313,13,
GO:BP,GO:0048666,neuron development,1.0,False,107,313,53,
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,1.0,False,61,313,29,
GO:BP,GO:0048668,collateral sprouting,1.0,False,5,313,2,
GO:BP,GO:0048670,regulation of collateral sprouting,1.0,False,3,313,1,
GO:BP,GO:0048671,negative regulation of collateral sprouting,1.0,False,3,313,1,
GO:BP,GO:0048675,axon extension,1.0,False,12,313,4,
GO:BP,GO:0048678,response to axon injury,1.0,False,15,313,11,
GO:BP,GO:0048679,regulation of axon regeneration,1.0,False,6,313,4,
GO:BP,GO:0048699,generation of neurons,1.0,False,129,313,64,
GO:BP,GO:0048738,cardiac muscle tissue development,1.0,False,26,313,18,
GO:BP,GO:0048701,embryonic cranial skeleton morphogenesis,1.0,False,4,313,2,
GO:BP,GO:0048704,embryonic skeletal system morphogenesis,1.0,False,4,313,2,
GO:BP,GO:0048705,skeletal system morphogenesis,1.0,False,14,313,9,
GO:BP,GO:0048706,embryonic skeletal system development,1.0,False,6,313,2,
GO:BP,GO:0048708,astrocyte differentiation,1.0,False,16,313,7,
GO:BP,GO:0048709,oligodendrocyte differentiation,1.0,False,12,313,5,
GO:BP,GO:0048713,regulation of oligodendrocyte differentiation,1.0,False,6,313,2,
GO:BP,GO:0048714,positive regulation of oligodendrocyte differentiation,1.0,False,5,313,1,
GO:BP,GO:0048715,negative regulation of oligodendrocyte differentiation,1.0,False,1,313,1,
GO:BP,GO:0048729,tissue morphogenesis,1.0,False,48,313,28,
GO:BP,GO:0048730,epidermis morphogenesis,1.0,False,4,313,2,
GO:BP,GO:0048741,skeletal muscle fiber development,1.0,False,5,313,2,
GO:BP,GO:0048743,positive regulation of skeletal muscle fiber development,1.0,False,1,313,1,
GO:BP,GO:0048873,homeostasis of number of cells within a tissue,1.0,False,3,313,1,
GO:BP,GO:0048872,homeostasis of number of cells,1.0,False,30,313,21,
GO:BP,GO:0050820,positive regulation of coagulation,1.0,False,1,313,1,
GO:BP,GO:0048839,inner ear development,1.0,False,11,313,6,
GO:BP,GO:0048745,smooth muscle tissue development,1.0,False,4,313,1,
GO:BP,GO:0048753,pigment granule organization,1.0,False,1,313,1,
GO:BP,GO:0048754,branching morphogenesis of an epithelial tube,1.0,False,19,313,12,
GO:BP,GO:0048755,branching morphogenesis of a nerve,1.0,False,5,313,3,
GO:BP,GO:0048762,mesenchymal cell differentiation,1.0,False,25,313,11,
GO:BP,GO:0048769,sarcomerogenesis,1.0,False,1,313,1,
GO:BP,GO:0048771,tissue remodeling,1.0,False,24,313,15,
GO:BP,GO:0048799,animal organ maturation,1.0,False,3,313,3,
GO:BP,GO:0048806,genitalia development,1.0,False,6,313,4,
GO:BP,GO:0048812,neuron projection morphogenesis,1.0,False,71,313,34,
GO:BP,GO:0048813,dendrite morphogenesis,1.0,False,20,313,7,
GO:BP,GO:0048814,regulation of dendrite morphogenesis,1.0,False,11,313,3,
GO:BP,GO:0048731,system development,1.0,False,267,313,145,
GO:BP,GO:0048821,erythrocyte development,1.0,False,1,313,1,
GO:BP,GO:0048841,regulation of axon extension involved in axon guidance,1.0,False,2,313,1,
GO:BP,GO:0048742,regulation of skeletal muscle fiber development,1.0,False,3,313,1,
GO:BP,GO:0048843,negative regulation of axon extension involved in axon guidance,1.0,False,1,313,1,
GO:BP,GO:0048844,artery morphogenesis,1.0,False,8,313,2,
GO:BP,GO:0048846,axon extension involved in axon guidance,1.0,False,2,313,1,
GO:BP,GO:0048854,brain morphogenesis,1.0,False,4,313,2,
GO:BP,GO:0048856,anatomical structure development,1.0,False,340,313,185,
GO:BP,GO:0048857,neural nucleus development,1.0,False,1,313,1,
GO:BP,GO:0048858,cell projection morphogenesis,1.0,False,72,313,35,
GO:BP,GO:0048863,stem cell differentiation,1.0,False,29,313,16,
GO:BP,GO:0048864,stem cell development,1.0,False,11,313,6,
GO:BP,GO:0048869,cellular developmental process,1.0,False,286,313,154,
GO:BP,GO:0048870,cell motility,1.0,False,173,313,91,
GO:BP,GO:0048871,multicellular organismal-level homeostasis,1.0,False,70,313,43,
GO:BP,GO:0048822,enucleate erythrocyte development,1.0,False,1,313,1,
GO:BP,GO:0048732,gland development,1.0,False,52,313,33,
GO:BP,GO:0048736,appendage development,1.0,False,11,313,5,
GO:BP,GO:0048878,chemical homeostasis,1.0,False,67,313,44,
GO:BP,GO:0050767,regulation of neurogenesis,1.0,False,40,313,16,
GO:BP,GO:0050766,positive regulation of phagocytosis,1.0,False,5,313,2,
GO:BP,GO:0050765,negative regulation of phagocytosis,1.0,False,2,313,1,
GO:BP,GO:0050433,regulation of catecholamine secretion,1.0,False,13,313,10,
GO:BP,GO:0050435,amyloid-beta metabolic process,1.0,False,10,313,3,
GO:BP,GO:0050482,arachidonate secretion,1.0,False,5,313,4,
GO:BP,GO:0050657,nucleic acid transport,1.0,False,3,313,1,
GO:BP,GO:0050658,RNA transport,1.0,False,3,313,1,
GO:BP,GO:0050665,hydrogen peroxide biosynthetic process,1.0,False,2,313,2,
GO:BP,GO:0050670,regulation of lymphocyte proliferation,1.0,False,23,313,10,
GO:BP,GO:0050671,positive regulation of lymphocyte proliferation,1.0,False,16,313,6,
GO:BP,GO:0050672,negative regulation of lymphocyte proliferation,1.0,False,7,313,3,
GO:BP,GO:0050673,epithelial cell proliferation,1.0,False,57,313,32,
GO:BP,GO:0050678,regulation of epithelial cell proliferation,1.0,False,42,313,24,
GO:BP,GO:0050768,negative regulation of neurogenesis,1.0,False,13,313,5,
GO:BP,GO:0050679,positive regulation of epithelial cell proliferation,1.0,False,30,313,17,
GO:BP,GO:0050684,regulation of mRNA processing,1.0,False,6,313,3,
GO:BP,GO:0050686,negative regulation of mRNA processing,1.0,False,1,313,1,
GO:BP,GO:0050688,regulation of defense response to virus,1.0,False,5,313,1,
GO:BP,GO:0050691,regulation of defense response to virus by host,1.0,False,5,313,1,
GO:BP,GO:0050708,regulation of protein secretion,1.0,False,30,313,18,
GO:BP,GO:0050709,negative regulation of protein secretion,1.0,False,11,313,9,
GO:BP,GO:0050714,positive regulation of protein secretion,1.0,False,14,313,6,
GO:BP,GO:0050727,regulation of inflammatory response,1.0,False,40,313,24,
GO:BP,GO:0050728,negative regulation of inflammatory response,1.0,False,21,313,13,
GO:BP,GO:0050729,positive regulation of inflammatory response,1.0,False,12,313,6,
GO:BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,1.0,False,27,313,20,
GO:BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,1.0,False,21,313,17,
GO:BP,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,1.0,False,3,313,2,
GO:BP,GO:0050746,regulation of lipoprotein metabolic process,1.0,False,2,313,1,
GO:BP,GO:0050680,negative regulation of epithelial cell proliferation,1.0,False,12,313,5,
GO:BP,GO:0050821,protein stabilization,1.0,False,18,313,9,IDA
GO:BP,GO:0050819,negative regulation of coagulation,1.0,False,3,313,1,
GO:BP,GO:0050817,coagulation,1.0,False,29,313,17,
GO:BP,GO:0048880,sensory system development,1.0,False,31,313,16,
GO:BP,GO:0050000,chromosome localization,1.0,False,6,313,6,
GO:BP,GO:0050794,regulation of cellular process,1.0,False,538,313,289,"IDA,IMP,IBA"
GO:BP,GO:0050769,positive regulation of neurogenesis,1.0,False,32,313,12,
GO:BP,GO:0050770,regulation of axonogenesis,1.0,False,27,313,8,
GO:BP,GO:0050771,negative regulation of axonogenesis,1.0,False,7,313,2,
GO:BP,GO:0050772,positive regulation of axonogenesis,1.0,False,10,313,4,
GO:BP,GO:0050773,regulation of dendrite development,1.0,False,15,313,5,
GO:BP,GO:0050774,negative regulation of dendrite morphogenesis,1.0,False,1,313,1,
GO:BP,GO:0050775,positive regulation of dendrite morphogenesis,1.0,False,7,313,1,
GO:BP,GO:0050776,regulation of immune response,1.0,False,99,313,55,
GO:BP,GO:0050777,negative regulation of immune response,1.0,False,22,313,16,
GO:BP,GO:0050778,positive regulation of immune response,1.0,False,79,313,44,
GO:BP,GO:0050789,regulation of biological process,1.0,False,543,313,293,"IDA,IMP,IBA"
GO:BP,GO:0050818,regulation of coagulation,1.0,False,5,313,2,
GO:BP,GO:0050790,regulation of catalytic activity,1.0,False,111,313,58,
GO:BP,GO:0050793,regulation of developmental process,1.0,False,211,313,114,
GO:BP,GO:0050795,regulation of behavior,1.0,False,17,313,12,
GO:BP,GO:0050432,catecholamine secretion,1.0,False,13,313,10,
GO:BP,GO:0050796,regulation of insulin secretion,1.0,False,22,313,13,
GO:BP,GO:0050798,activated T cell proliferation,1.0,False,6,313,5,
GO:BP,GO:0050801,monoatomic ion homeostasis,1.0,False,38,313,28,
GO:BP,GO:0050802,"circadian sleep/wake cycle, sleep",1.0,False,5,313,5,
GO:BP,GO:0050803,regulation of synapse structure or activity,1.0,False,32,313,13,
GO:BP,GO:0050804,modulation of chemical synaptic transmission,1.0,False,58,313,36,
GO:BP,GO:0050805,negative regulation of synaptic transmission,1.0,False,11,313,7,
GO:BP,GO:0050806,positive regulation of synaptic transmission,1.0,False,23,313,14,
GO:BP,GO:0050807,regulation of synapse organization,1.0,False,32,313,13,
GO:BP,GO:0050808,synapse organization,1.0,False,41,313,19,
GO:BP,GO:0050810,regulation of steroid biosynthetic process,1.0,False,10,313,3,
GO:BP,GO:0050792,regulation of viral process,1.0,False,12,313,5,
GO:BP,GO:0050829,defense response to Gram-negative bacterium,1.0,False,2,313,1,
GO:BP,GO:0050830,defense response to Gram-positive bacterium,1.0,False,7,313,2,
GO:BP,GO:0060123,regulation of growth hormone secretion,1.0,False,3,313,2,
GO:BP,GO:0050847,progesterone receptor signaling pathway,1.0,False,3,313,3,
GO:BP,GO:0050848,regulation of calcium-mediated signaling,1.0,False,14,313,8,
GO:BP,GO:0050849,negative regulation of calcium-mediated signaling,1.0,False,4,313,2,
GO:BP,GO:0050850,positive regulation of calcium-mediated signaling,1.0,False,9,313,5,
GO:BP,GO:0050851,antigen receptor-mediated signaling pathway,1.0,False,27,313,17,
GO:BP,GO:0050852,T cell receptor signaling pathway,1.0,False,20,313,14,
GO:BP,GO:0050853,B cell receptor signaling pathway,1.0,False,14,313,8,
GO:BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,1.0,False,5,313,4,
GO:BP,GO:0050855,regulation of B cell receptor signaling pathway,1.0,False,2,313,1,
GO:BP,GO:0050856,regulation of T cell receptor signaling pathway,1.0,False,3,313,3,
GO:BP,GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,1.0,False,4,313,3,
GO:BP,GO:0050862,positive regulation of T cell receptor signaling pathway,1.0,False,3,313,3,
GO:BP,GO:0050863,regulation of T cell activation,1.0,False,36,313,24,
GO:BP,GO:0050864,regulation of B cell activation,1.0,False,11,313,5,
GO:BP,GO:0050866,negative regulation of cell activation,1.0,False,21,313,11,
GO:BP,GO:0050886,endocrine process,1.0,False,8,313,4,
GO:BP,GO:0050867,positive regulation of cell activation,1.0,False,39,313,25,
GO:BP,GO:0050868,negative regulation of T cell activation,1.0,False,7,313,3,
GO:BP,GO:0050869,negative regulation of B cell activation,1.0,False,5,313,3,
GO:BP,GO:0050870,positive regulation of T cell activation,1.0,False,28,313,19,
GO:BP,GO:0050871,positive regulation of B cell activation,1.0,False,6,313,2,
GO:BP,GO:0050872,white fat cell differentiation,1.0,False,2,313,1,
GO:BP,GO:0050873,brown fat cell differentiation,1.0,False,6,313,6,
GO:BP,GO:0050877,nervous system process,1.0,False,74,313,49,
GO:BP,GO:0050878,regulation of body fluid levels,1.0,False,47,313,28,
GO:BP,GO:0050879,multicellular organismal movement,1.0,False,9,313,5,
GO:BP,GO:0050881,musculoskeletal movement,1.0,False,9,313,5,
GO:BP,GO:0050882,voluntary musculoskeletal movement,1.0,False,2,313,2,
GO:BP,GO:0050883,"musculoskeletal movement, spinal reflex action",1.0,False,1,313,1,
GO:BP,GO:0050865,regulation of cell activation,1.0,False,62,313,37,
