drug,source,field,token_original,token_norm,feature
AZD7762,targets,single_protein_pref_name,Ribosomal protein S6 kinase alpha-6,RIBOSOMAL PROTEIN S6 KINASE ALPHA-6,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_6
AZD7762,targets,single_protein_pref_name,STE20-like serine/threonine-protein kinase,STE20-LIKE SERINE/THREONINE-PROTEIN KINASE,rawtok_STE20_LIKE_SERINE_THREONINE_PROTEIN_KINASE
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase 10,SERINE/THREONINE-PROTEIN KINASE 10,rawtok_SERINE_THREONINE_PROTEIN_KINASE_10
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase 3,SERINE/THREONINE-PROTEIN KINASE 3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_3
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase 4,SERINE/THREONINE-PROTEIN KINASE 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_4
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase Chk1,SERINE/THREONINE-PROTEIN KINASE CHK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase D2,SERINE/THREONINE-PROTEIN KINASE D2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_D2
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase D3,SERINE/THREONINE-PROTEIN KINASE D3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase MARK2,SERINE/THREONINE-PROTEIN KINASE MARK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MARK2
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase N1,SERINE/THREONINE-PROTEIN KINASE N1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_N1
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase N2,SERINE/THREONINE-PROTEIN KINASE N2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_N2
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase PAK 4,SERINE/THREONINE-PROTEIN KINASE PAK 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase PLK4,SERINE/THREONINE-PROTEIN KINASE PLK4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase SIK2,SERINE/THREONINE-PROTEIN KINASE SIK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK2
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase SIK3,SERINE/THREONINE-PROTEIN KINASE SIK3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK3
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK1,SERINE/THREONINE-PROTEIN KINASE ULK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK1
AZD7762,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK3,SERINE/THREONINE-PROTEIN KINASE ULK3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK3
AZD7762,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase ABL1,TYROSINE-PROTEIN KINASE ABL1,rawtok_TYROSINE_PROTEIN_KINASE_ABL1
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase ABL2,TYROSINE-PROTEIN KINASE ABL2,rawtok_TYROSINE_PROTEIN_KINASE_ABL2
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase BTK,TYROSINE-PROTEIN KINASE BTK,rawtok_TYROSINE_PROTEIN_KINASE_BTK
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase CSK,TYROSINE-PROTEIN KINASE CSK,rawtok_TYROSINE_PROTEIN_KINASE_CSK
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase FRK,TYROSINE-PROTEIN KINASE FRK,rawtok_TYROSINE_PROTEIN_KINASE_FRK
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Fer,TYROSINE-PROTEIN KINASE FER,rawtok_TYROSINE_PROTEIN_KINASE_FER
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Fes/Fps,TYROSINE-PROTEIN KINASE FES/FPS,rawtok_TYROSINE_PROTEIN_KINASE_FES_FPS
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Fyn,TYROSINE-PROTEIN KINASE FYN,rawtok_TYROSINE_PROTEIN_KINASE_FYN
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase HCK,TYROSINE-PROTEIN KINASE HCK,rawtok_TYROSINE_PROTEIN_KINASE_HCK
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase JAK2,TYROSINE-PROTEIN KINASE JAK2,rawtok_TYROSINE_PROTEIN_KINASE_JAK2
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Lck,TYROSINE-PROTEIN KINASE LCK,rawtok_TYROSINE_PROTEIN_KINASE_LCK
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Lyn,TYROSINE-PROTEIN KINASE LYN,rawtok_TYROSINE_PROTEIN_KINASE_LYN
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase SYK,TYROSINE-PROTEIN KINASE SYK,rawtok_TYROSINE_PROTEIN_KINASE_SYK
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Tec,TYROSINE-PROTEIN KINASE TEC,rawtok_TYROSINE_PROTEIN_KINASE_TEC
AZD7762,targets,single_protein_pref_name,Tyrosine-protein kinase Yes,TYROSINE-PROTEIN KINASE YES,rawtok_TYROSINE_PROTEIN_KINASE_YES
AZD7762,targets,single_protein_pref_name,Uncharacterized protein FLJ45252,UNCHARACTERIZED PROTEIN FLJ45252,rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252
AZD7762,targets,single_protein_pref_name,Voltage-gated inwardly rectifying potassium channel KCNH2,VOLTAGE-GATED INWARDLY RECTIFYING POTASSIUM CHANNEL KCNH2,rawtok_VOLTAGE_GATED_INWARDLY_RECTIFYING_POTASSIUM_CHANNEL_KCNH2
AZD8186,targets,single_protein_pref_name,DNA topoisomerase 2-beta,DNA TOPOISOMERASE 2-BETA,rawtok_DNA_TOPOISOMERASE_2_BETA
AZD8186,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform","PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_ALPHA_I
AZD8186,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform","PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS
AZD8186,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform","PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I
AZD8186,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform","PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I
AZD8186,targets,single_protein_pref_name,Serine/threonine-protein kinase/endoribonuclease IRE2,SERINE/THREONINE-PROTEIN KINASE/ENDORIBONUCLEASE IRE2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ENDORIBONUCLEASE_IRE2
BMS-536924,targets,single_protein_pref_name,Cytochrome P450 1A2,CYTOCHROME P450 1A2,rawtok_CYTOCHROME_P450_1A2
BMS-536924,targets,single_protein_pref_name,Cytochrome P450 2C19,CYTOCHROME P450 2C19,rawtok_CYTOCHROME_P450_2C19
BMS-536924,targets,single_protein_pref_name,Cytochrome P450 2C9,CYTOCHROME P450 2C9,rawtok_CYTOCHROME_P450_2C9
BMS-536924,targets,single_protein_pref_name,Cytochrome P450 3A4,CYTOCHROME P450 3A4,rawtok_CYTOCHROME_P450_3A4
BMS-536924,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 1,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1
BMS-536924,targets,single_protein_pref_name,Epidermal growth factor receptor,EPIDERMAL GROWTH FACTOR RECEPTOR,rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR
BMS-536924,targets,single_protein_pref_name,Focal adhesion kinase 1,FOCAL ADHESION KINASE 1,rawtok_FOCAL_ADHESION_KINASE_1
BMS-536924,targets,single_protein_pref_name,Hepatocyte growth factor receptor,HEPATOCYTE GROWTH FACTOR RECEPTOR,rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR
BMS-536924,targets,single_protein_pref_name,Insulin receptor,INSULIN RECEPTOR,rawtok_INSULIN_RECEPTOR
BMS-536924,targets,single_protein_pref_name,Insulin-like growth factor 1 receptor,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR,rawtok_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR
BMS-536924,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-2,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-2,rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_2
BMS-536924,targets,single_protein_pref_name,Serine/threonine-protein kinase 4,SERINE/THREONINE-PROTEIN KINASE 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_4
BMS-536924,targets,single_protein_pref_name,Tyrosine-protein kinase Lck,TYROSINE-PROTEIN KINASE LCK,rawtok_TYROSINE_PROTEIN_KINASE_LCK
BMS-536924,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 2,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2
BOSUTINIB,targets,single_protein_pref_name,5'-AMP-activated protein kinase catalytic subunit alpha-1,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT ALPHA-1,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA_1
BOSUTINIB,targets,single_protein_pref_name,5-hydroxytryptamine receptor 1A,5-HYDROXYTRYPTAMINE RECEPTOR 1A,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_1A
BOSUTINIB,targets,single_protein_pref_name,5-hydroxytryptamine receptor 2A,5-HYDROXYTRYPTAMINE RECEPTOR 2A,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2A
BOSUTINIB,targets,single_protein_pref_name,5-hydroxytryptamine receptor 2C,5-HYDROXYTRYPTAMINE RECEPTOR 2C,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2C
BOSUTINIB,targets,single_protein_pref_name,ALK tyrosine kinase receptor,ALK TYROSINE KINASE RECEPTOR,rawtok_ALK_TYROSINE_KINASE_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,AP2-associated protein kinase 1,AP2-ASSOCIATED PROTEIN KINASE 1,rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1
BOSUTINIB,targets,single_protein_pref_name,Acetylcholinesterase,ACETYLCHOLINESTERASE,rawtok_ACETYLCHOLINESTERASE
BOSUTINIB,targets,single_protein_pref_name,Activated CDC42 kinase 1,ACTIVATED CDC42 KINASE 1,rawtok_ACTIVATED_CDC42_KINASE_1
BOSUTINIB,targets,single_protein_pref_name,Adenosine receptor A3,ADENOSINE RECEPTOR A3,rawtok_ADENOSINE_RECEPTOR_A3
BOSUTINIB,targets,single_protein_pref_name,Alpha-1A adrenergic receptor,ALPHA-1A ADRENERGIC RECEPTOR,rawtok_ALPHA_1A_ADRENERGIC_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Alpha-2A adrenergic receptor,ALPHA-2A ADRENERGIC RECEPTOR,rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Alpha-2C adrenergic receptor,ALPHA-2C ADRENERGIC RECEPTOR,rawtok_ALPHA_2C_ADRENERGIC_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Angiopoietin-1 receptor,ANGIOPOIETIN-1 RECEPTOR,rawtok_ANGIOPOIETIN_1_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Ankyrin repeat and protein kinase domain-containing protein 1,ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN 1,rawtok_ANKYRIN_REPEAT_AND_PROTEIN_KINASE_DOMAIN_CONTAINING_PROTEIN_1
BOSUTINIB,targets,single_protein_pref_name,BDNF/NT-3 growth factors receptor,BDNF/NT-3 GROWTH FACTORS RECEPTOR,rawtok_BDNF_NT_3_GROWTH_FACTORS_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,BMP-2-inducible protein kinase,BMP-2-INDUCIBLE PROTEIN KINASE,rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE
BOSUTINIB,targets,single_protein_pref_name,Beta-3 adrenergic receptor,BETA-3 ADRENERGIC RECEPTOR,rawtok_BETA_3_ADRENERGIC_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Bone morphogenetic protein receptor type-2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-2,rawtok_BONE_MORPHOGENETIC_PROTEIN_RECEPTOR_TYPE_2
BOSUTINIB,targets,single_protein_pref_name,Breakpoint cluster region protein,BREAKPOINT CLUSTER REGION PROTEIN,rawtok_BREAKPOINT_CLUSTER_REGION_PROTEIN
BOSUTINIB,targets,single_protein_pref_name,Broad substrate specificity ATP-binding cassette transporter ABCG2,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2
BOSUTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase kinase 2,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 2,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_2
BOSUTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type 1D,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1D,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1D
BOSUTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT ALPHA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_ALPHA
BOSUTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_GAMMA
BOSUTINIB,targets,single_protein_pref_name,Casein kinase I isoform alpha,CASEIN KINASE I ISOFORM ALPHA,rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA
BOSUTINIB,targets,single_protein_pref_name,Casein kinase I isoform alpha-like,CASEIN KINASE I ISOFORM ALPHA-LIKE,rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA_LIKE
BOSUTINIB,targets,single_protein_pref_name,Casein kinase I isoform delta,CASEIN KINASE I ISOFORM DELTA,rawtok_CASEIN_KINASE_I_ISOFORM_DELTA
BOSUTINIB,targets,single_protein_pref_name,Casein kinase I isoform epsilon,CASEIN KINASE I ISOFORM EPSILON,rawtok_CASEIN_KINASE_I_ISOFORM_EPSILON
BOSUTINIB,targets,single_protein_pref_name,Citron Rho-interacting kinase,CITRON RHO-INTERACTING KINASE,rawtok_CITRON_RHO_INTERACTING_KINASE
BOSUTINIB,targets,single_protein_pref_name,Cyclin-G-associated kinase,CYCLIN-G-ASSOCIATED KINASE,rawtok_CYCLIN_G_ASSOCIATED_KINASE
BOSUTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 14,CYCLIN-DEPENDENT KINASE 14,rawtok_CYCLIN_DEPENDENT_KINASE_14
BOSUTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 15,CYCLIN-DEPENDENT KINASE 15,rawtok_CYCLIN_DEPENDENT_KINASE_15
BOSUTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 16,CYCLIN-DEPENDENT KINASE 16,rawtok_CYCLIN_DEPENDENT_KINASE_16
BOSUTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 7,CYCLIN-DEPENDENT KINASE 7,rawtok_CYCLIN_DEPENDENT_KINASE_7
BOSUTINIB,targets,single_protein_pref_name,Cytoplasmic tyrosine-protein kinase BMX,CYTOPLASMIC TYROSINE-PROTEIN KINASE BMX,rawtok_CYTOPLASMIC_TYROSINE_PROTEIN_KINASE_BMX
BOSUTINIB,targets,single_protein_pref_name,D(1A) dopamine receptor,D(1A) DOPAMINE RECEPTOR,rawtok_D_1A_DOPAMINE_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,D(2) dopamine receptor,D(2) DOPAMINE RECEPTOR,rawtok_D_2_DOPAMINE_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,D(3) dopamine receptor,D(3) DOPAMINE RECEPTOR,rawtok_D_3_DOPAMINE_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Discoidin domain-containing receptor 2,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2,rawtok_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_2
BOSUTINIB,targets,single_protein_pref_name,Dual serine/threonine and tyrosine protein kinase,DUAL SERINE/THREONINE AND TYROSINE PROTEIN KINASE,rawtok_DUAL_SERINE_THREONINE_AND_TYROSINE_PROTEIN_KINASE
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 1,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 2,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 3,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_3
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 4,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_4
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_5
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 6,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 6,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_6
BOSUTINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 7,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 7,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_7
BOSUTINIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK1,DUAL SPECIFICITY PROTEIN KINASE CLK1,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK1
BOSUTINIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK2,DUAL SPECIFICITY PROTEIN KINASE CLK2,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK2
BOSUTINIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK3,DUAL SPECIFICITY PROTEIN KINASE CLK3,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK3
BOSUTINIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK4,DUAL SPECIFICITY PROTEIN KINASE CLK4,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 1,EPHRIN TYPE-A RECEPTOR 1,rawtok_EPHRIN_TYPE_A_RECEPTOR_1
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 2,EPHRIN TYPE-A RECEPTOR 2,rawtok_EPHRIN_TYPE_A_RECEPTOR_2
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 3,EPHRIN TYPE-A RECEPTOR 3,rawtok_EPHRIN_TYPE_A_RECEPTOR_3
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 4,EPHRIN TYPE-A RECEPTOR 4,rawtok_EPHRIN_TYPE_A_RECEPTOR_4
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 5,EPHRIN TYPE-A RECEPTOR 5,rawtok_EPHRIN_TYPE_A_RECEPTOR_5
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 6,EPHRIN TYPE-A RECEPTOR 6,rawtok_EPHRIN_TYPE_A_RECEPTOR_6
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-A receptor 8,EPHRIN TYPE-A RECEPTOR 8,rawtok_EPHRIN_TYPE_A_RECEPTOR_8
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-B receptor 1,EPHRIN TYPE-B RECEPTOR 1,rawtok_EPHRIN_TYPE_B_RECEPTOR_1
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-B receptor 2,EPHRIN TYPE-B RECEPTOR 2,rawtok_EPHRIN_TYPE_B_RECEPTOR_2
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-B receptor 3,EPHRIN TYPE-B RECEPTOR 3,rawtok_EPHRIN_TYPE_B_RECEPTOR_3
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-B receptor 4,EPHRIN TYPE-B RECEPTOR 4,rawtok_EPHRIN_TYPE_B_RECEPTOR_4
BOSUTINIB,targets,single_protein_pref_name,Ephrin type-B receptor 6,EPHRIN TYPE-B RECEPTOR 6,rawtok_EPHRIN_TYPE_B_RECEPTOR_6
BOSUTINIB,targets,single_protein_pref_name,Epidermal growth factor receptor,EPIDERMAL GROWTH FACTOR RECEPTOR,rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Epithelial discoidin domain-containing receptor 1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1
BOSUTINIB,targets,single_protein_pref_name,Equilibrative nucleoside transporter 1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1
BOSUTINIB,targets,single_protein_pref_name,Eukaryotic translation initiation factor 2-alpha kinase 1,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1,rawtok_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_ALPHA_KINASE_1
BOSUTINIB,targets,single_protein_pref_name,Focal adhesion kinase 1,FOCAL ADHESION KINASE 1,rawtok_FOCAL_ADHESION_KINASE_1
BOSUTINIB,targets,single_protein_pref_name,G protein-coupled receptor kinase 4,G PROTEIN-COUPLED RECEPTOR KINASE 4,rawtok_G_PROTEIN_COUPLED_RECEPTOR_KINASE_4
BOSUTINIB,targets,single_protein_pref_name,Growth hormone secretagogue receptor type 1,GROWTH HORMONE SECRETAGOGUE RECEPTOR TYPE 1,rawtok_GROWTH_HORMONE_SECRETAGOGUE_RECEPTOR_TYPE_1
BOSUTINIB,targets,single_protein_pref_name,Hepatocyte growth factor receptor,HEPATOCYTE GROWTH FACTOR RECEPTOR,rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,High affinity nerve growth factor receptor,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Histamine H2 receptor,HISTAMINE H2 RECEPTOR,rawtok_HISTAMINE_H2_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Histamine H3 receptor,HISTAMINE H3 RECEPTOR,rawtok_HISTAMINE_H3_RECEPTOR
BOSUTINIB,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 1,HOMEODOMAIN-INTERACTING PROTEIN KINASE 1,rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_1
BOSUTINIB,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 2,HOMEODOMAIN-INTERACTING PROTEIN KINASE 2,rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_2
BOSUTINIB,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 3,HOMEODOMAIN-INTERACTING PROTEIN KINASE 3,rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_3
BOSUTINIB,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 4,HOMEODOMAIN-INTERACTING PROTEIN KINASE 4,rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_4
BOSUTINIB,targets,single_protein_pref_name,Hormonally up-regulated neu tumor-associated kinase,HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE,rawtok_HORMONALLY_UP_REGULATED_NEU_TUMOR_ASSOCIATED_KINASE
BOSUTINIB,targets,single_protein_pref_name,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,INHIBITOR OF NUCLEAR FACTOR KAPPA-B KINASE SUBUNIT EPSILON,rawtok_INHIBITOR_OF_NUCLEAR_FACTOR_KAPPA_B_KINASE_SUBUNIT_EPSILON
BOSUTINIB,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 1,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 1,rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_1
