feature,raw_token,n_drugs_supporting_token,n_rows,sources,fields,example_token
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",4,4,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_LIVER_TESTIS_ISOFORM,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, LIVER/TESTIS ISOFORM",4,4,targets,single_protein_pref_name,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform"
rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_SKELETAL_MUSCLE_HEART_ISOFO,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, SKELETAL MUSCLE/HEART ISOFORM",4,4,targets,single_protein_pref_name,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
rawtok_PI3KBETA,PI3KBETA,4,4,drug_sample,PUTATIVE_TARGET,PI3Kbeta
rawtok_PKIA,PKIA,4,4,drug_sample,PUTATIVE_TARGET,PKIA
rawtok_POLE,POLE,4,4,drug_sample,PUTATIVE_TARGET,POLE
rawtok_POLY_ADP_RIBOSE_POLYMERASE_1,POLY [ADP-RIBOSE] POLYMERASE 1,4,4,targets,single_protein_pref_name,Poly [ADP-ribose] polymerase 1
rawtok_POLY_ADP_RIBOSE_POLYMERASE_2,POLY [ADP-RIBOSE] POLYMERASE 2,4,4,targets,single_protein_pref_name,Poly [ADP-ribose] polymerase 2
rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_1,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-1,4,4,targets,single_protein_pref_name,Poly [ADP-ribose] polymerase tankyrase-1
rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_2,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-2,4,4,targets,single_protein_pref_name,Poly [ADP-ribose] polymerase tankyrase-2
rawtok_PROGESTERONE_RECEPTOR,PROGESTERONE RECEPTOR,4,4,targets,single_protein_pref_name,Progesterone receptor
rawtok_PROTEIN_KINASE_C_DELTA_TYPE,PROTEIN KINASE C DELTA TYPE,4,4,targets,single_protein_pref_name,Protein kinase C delta type
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP10,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP10,4,4,targets,single_protein_pref_name,Protein mono-ADP-ribosyltransferase PARP10
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP3,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP3,4,4,targets,single_protein_pref_name,Protein mono-ADP-ribosyltransferase PARP3
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP4,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP4,4,4,targets,single_protein_pref_name,Protein mono-ADP-ribosyltransferase PARP4
rawtok_PROTEIN_TYROSINE_KINASE_2_BETA,PROTEIN-TYROSINE KINASE 2-BETA,4,4,targets,single_protein_pref_name,Protein-tyrosine kinase 2-beta
rawtok_PTK2,PTK2,4,4,drug_sample,PUTATIVE_TARGET,PTK2
rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,4,4,targets,single_protein_pref_name,RAF proto-oncogene serine/threonine-protein kinase
rawtok_RARA,RARA,4,4,drug_sample,PUTATIVE_TARGET,RARA
rawtok_RARB,RARB,4,4,drug_sample,PUTATIVE_TARGET,RARB
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_3,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3,4,4,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-3
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_4,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-4,4,4,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-4
rawtok_RHO_ASSOCIATED_PROTEIN_KINASE_2,RHO-ASSOCIATED PROTEIN KINASE 2,4,4,targets,single_protein_pref_name,Rho-associated protein kinase 2
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_3,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,4,4,targets,single_protein_pref_name,Ribosomal protein S6 kinase alpha-3
rawtok_RPL3,RPL3,4,4,drug_sample,PUTATIVE_TARGET,RPL3
rawtok_RPS6KB1,RPS6KB1,4,4,drug_sample,PUTATIVE_TARGET,RPS6KB1
rawtok_RRM2B,RRM2B,4,4,drug_sample,PUTATIVE_TARGET,RRM2B
rawtok_SCN11A,SCN11A,4,4,drug_sample,PUTATIVE_TARGET,SCN11A
rawtok_SCN2A,SCN2A,4,4,drug_sample,PUTATIVE_TARGET,SCN2A
rawtok_SCN3A,SCN3A,4,4,drug_sample,PUTATIVE_TARGET,SCN3A
rawtok_SCN7A,SCN7A,4,4,drug_sample,PUTATIVE_TARGET,SCN7A
rawtok_SCN8A,SCN8A,4,4,drug_sample,PUTATIVE_TARGET,SCN8A
rawtok_SCN9A,SCN9A,4,4,drug_sample,PUTATIVE_TARGET,SCN9A
rawtok_SERINE_THREONINE_PROTEIN_KINASE_3,SERINE/THREONINE-PROTEIN KINASE 3,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase 3
rawtok_SERINE_THREONINE_PROTEIN_KINASE_36,SERINE/THREONINE-PROTEIN KINASE 36,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase 36
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,SERINE/THREONINE-PROTEIN KINASE CHK2,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase Chk2
rawtok_SERINE_THREONINE_PROTEIN_KINASE_DCLK3,SERINE/THREONINE-PROTEIN KINASE DCLK3,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase DCLK3
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MARK2,SERINE/THREONINE-PROTEIN KINASE MARK2,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase MARK2
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,SERINE/THREONINE-PROTEIN KINASE MTOR,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase mTOR
rawtok_SERINE_THREONINE_PROTEIN_KINASE_N2,SERINE/THREONINE-PROTEIN KINASE N2,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase N2
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NLK,SERINE/THREONINE-PROTEIN KINASE NLK,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase NLK
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4,SERINE/THREONINE-PROTEIN KINASE PAK 4,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase PAK 4
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK1,SERINE/THREONINE-PROTEIN KINASE SIK1,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase SIK1
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK3,SERINE/THREONINE-PROTEIN KINASE ULK3,4,4,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK3
rawtok_SIRT1,SIRT1,4,4,drug_sample,PUTATIVE_TARGET,SIRT1
rawtok_SMO,SMO,4,4,drug_sample,PUTATIVE_TARGET,SMO
rawtok_TAK1,TAK1,4,4,drug_sample,PUTATIVE_TARGET,TAK1
rawtok_TEK,TEK,4,4,drug_sample,PUTATIVE_TARGET,TEK
rawtok_TNKS1,TNKS1,4,4,drug_sample,PUTATIVE_TARGET,TNKS1
rawtok_TP53,TP53,4,4,drug_sample,PUTATIVE_TARGET,TP53
rawtok_TYROSINE_PROTEIN_KINASE_BTK,TYROSINE-PROTEIN KINASE BTK,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase BTK
rawtok_TYROSINE_PROTEIN_KINASE_FER,TYROSINE-PROTEIN KINASE FER,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase Fer
rawtok_TYROSINE_PROTEIN_KINASE_FES_FPS,TYROSINE-PROTEIN KINASE FES/FPS,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase Fes/Fps
rawtok_TYROSINE_PROTEIN_KINASE_JAK2,TYROSINE-PROTEIN KINASE JAK2,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase JAK2
rawtok_TYROSINE_PROTEIN_KINASE_MER,TYROSINE-PROTEIN KINASE MER,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase Mer
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase receptor Tie-1
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TYRO3,TYROSINE-PROTEIN KINASE RECEPTOR TYRO3,4,4,targets,single_protein_pref_name,Tyrosine-protein kinase receptor TYRO3
rawtok_VEGFA,VEGFA,4,4,drug_sample,PUTATIVE_TARGET,VEGFA
rawtok_VEGFR2,VEGFR2,4,4,drug_sample,PUTATIVE_TARGET,VEGFR2
rawtok_2_AND_3_INHIBITOR,2 AND 3 INHIBITOR,3,3,drug_feature_summary,mechanism_of_action_list,2 and 3 inhibitor
rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_1,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-1,3,3,targets,single_protein_pref_name,5'-AMP-activated protein kinase subunit gamma-1
rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_2,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-2,3,3,targets,single_protein_pref_name,5'-AMP-activated protein kinase subunit gamma-2
rawtok_AGTR1,AGTR1,3,3,drug_sample,PUTATIVE_TARGET,AGTR1
rawtok_AKT,AKT,3,3,drug_sample,PUTATIVE_TARGET,AKT
rawtok_ALDH2,ALDH2,3,3,drug_sample,PUTATIVE_TARGET,ALDH2
rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR,ALPHA-2A ADRENERGIC RECEPTOR,3,3,targets,single_protein_pref_name,Alpha-2A adrenergic receptor
rawtok_ANTIMETABOLITE,ANTIMETABOLITE,3,3,drug_sample,PUTATIVE_TARGET,Antimetabolite
rawtok_APP,APP,3,3,drug_sample,PUTATIVE_TARGET,APP
rawtok_BCL_W,BCL-W,3,3,drug_sample,PUTATIVE_TARGET,BCL-W
rawtok_BIRC2,BIRC2,3,3,drug_sample,PUTATIVE_TARGET,BIRC2
rawtok_BONE_MORPHOGENETIC_PROTEIN_RECEPTOR_TYPE_1B,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-1B,3,3,targets,single_protein_pref_name,Bone morphogenetic protein receptor type-1B
rawtok_BREAKPOINT_CLUSTER_REGION_PROTEIN,BREAKPOINT CLUSTER REGION PROTEIN,3,3,targets,single_protein_pref_name,Breakpoint cluster region protein
rawtok_BROMODOMAIN_CONTAINING_PROTEIN_4,BROMODOMAIN-CONTAINING PROTEIN 4,3,3,targets,single_protein_pref_name,Bromodomain-containing protein 4
rawtok_BRPF2,BRPF2,3,3,drug_sample,PUTATIVE_TARGET,BRPF2
rawtok_CA6,CA6,3,3,drug_sample,PUTATIVE_TARGET,CA6
rawtok_CA7,CA7,3,3,drug_sample,PUTATIVE_TARGET,CA7
rawtok_CA9,CA9,3,3,drug_sample,PUTATIVE_TARGET,CA9
rawtok_CACNA1D,CACNA1D,3,3,drug_sample,PUTATIVE_TARGET,CACNA1D
rawtok_CACNA1F,CACNA1F,3,3,drug_sample,PUTATIVE_TARGET,CACNA1F
rawtok_CACNA1H,CACNA1H,3,3,drug_sample,PUTATIVE_TARGET,CACNA1H
rawtok_CACNA1I,CACNA1I,3,3,drug_sample,PUTATIVE_TARGET,CACNA1I
rawtok_CACNA1S,CACNA1S,3,3,drug_sample,PUTATIVE_TARGET,CACNA1S
rawtok_CACNB2,CACNB2,3,3,drug_sample,PUTATIVE_TARGET,CACNB2
rawtok_CACNB3,CACNB3,3,3,drug_sample,PUTATIVE_TARGET,CACNB3
rawtok_CACNB4,CACNB4,3,3,drug_sample,PUTATIVE_TARGET,CACNB4
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_2,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 2,3,3,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase kinase 2
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1,3,3,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type 1
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_BETA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT BETA,3,3,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit beta
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_DELTA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT DELTA,3,3,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit delta
rawtok_CASEIN_KINASE_I_ISOFORM_DELTA,CASEIN KINASE I ISOFORM DELTA,3,3,targets,single_protein_pref_name,Casein kinase I isoform delta
rawtok_CCL2,CCL2,3,3,drug_sample,PUTATIVE_TARGET,CCL2
rawtok_CCR2,CCR2,3,3,drug_sample,PUTATIVE_TARGET,CCR2
rawtok_CDC7,CDC7,3,3,drug_sample,PUTATIVE_TARGET,CDC7
rawtok_CETP,CETP,3,3,drug_sample,PUTATIVE_TARGET,CETP
rawtok_CHEK2,CHEK2,3,3,drug_sample,PUTATIVE_TARGET,CHEK2
rawtok_CHRNA7,CHRNA7,3,3,drug_sample,PUTATIVE_TARGET,CHRNA7
rawtok_CXCR1,CXCR1,3,3,drug_sample,PUTATIVE_TARGET,CXCR1
rawtok_CXCR2,CXCR2,3,3,drug_sample,PUTATIVE_TARGET,CXCR2
rawtok_CYCLIN_DEPENDENT_KINASE_5,CYCLIN-DEPENDENT KINASE 5,3,3,targets,single_protein_pref_name,Cyclin-dependent kinase 5
rawtok_CYCLIN_DEPENDENT_KINASE_8,CYCLIN-DEPENDENT KINASE 8,3,3,targets,single_protein_pref_name,Cyclin-dependent kinase 8
rawtok_CYP17A1,CYP17A1,3,3,drug_sample,PUTATIVE_TARGET,CYP17A1
rawtok_CYTOCHROME_P450_1A2,CYTOCHROME P450 1A2,3,3,targets,single_protein_pref_name,Cytochrome P450 1A2
rawtok_CYTOCHROME_P450_2C9,CYTOCHROME P450 2C9,3,3,targets,single_protein_pref_name,Cytochrome P450 2C9
rawtok_D_3_DOPAMINE_RECEPTOR,D(3) DOPAMINE RECEPTOR,3,3,targets,single_protein_pref_name,D(3) dopamine receptor
rawtok_DDR1,DDR1,3,3,drug_sample,PUTATIVE_TARGET,DDR1
rawtok_DDR2,DDR2,3,3,drug_sample,PUTATIVE_TARGET,DDR2
rawtok_DHODH,DHODH,3,3,drug_sample,PUTATIVE_TARGET,DHODH
rawtok_DNAPK,DNAPK,3,3,drug_sample,PUTATIVE_TARGET,DNAPK
rawtok_DNMT3A,DNMT3A,3,3,drug_sample,PUTATIVE_TARGET,DNMT3A
rawtok_DNMT3B,DNMT3B,3,3,drug_sample,PUTATIVE_TARGET,DNMT3B
rawtok_DPP4,DPP4,3,3,drug_sample,PUTATIVE_TARGET,DPP4
rawtok_DPYD,DPYD,3,3,drug_sample,PUTATIVE_TARGET,DPYD
rawtok_DRD5,DRD5,3,3,drug_sample,PUTATIVE_TARGET,DRD5
rawtok_DSDNA_BREAK_INDUCTION,DSDNA BREAK INDUCTION,3,3,drug_sample,PUTATIVE_TARGET,dsDNA break induction
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1_INHIBITOR,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 INHIBITOR,3,6,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2_INHIBITOR,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2 INHIBITOR,3,6,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
rawtok_DUAL_SPECIFICITY_TESTIS_SPECIFIC_PROTEIN_KINASE_1,DUAL SPECIFICITY TESTIS-SPECIFIC PROTEIN KINASE 1,3,3,targets,single_protein_pref_name,Dual specificity testis-specific protein kinase 1
rawtok_EHMT2,EHMT2,3,3,drug_sample,PUTATIVE_TARGET,EHMT2
rawtok_EPHA2,EPHA2,3,3,drug_sample,PUTATIVE_TARGET,EPHA2
rawtok_EPHRIN_TYPE_A_RECEPTOR_2,EPHRIN TYPE-A RECEPTOR 2,3,3,targets,single_protein_pref_name,Ephrin type-A receptor 2
rawtok_EPHRIN_TYPE_A_RECEPTOR_4,EPHRIN TYPE-A RECEPTOR 4,3,3,targets,single_protein_pref_name,Ephrin type-A receptor 4
rawtok_EPHRIN_TYPE_A_RECEPTOR_8,EPHRIN TYPE-A RECEPTOR 8,3,3,targets,single_protein_pref_name,Ephrin type-A receptor 8
rawtok_EPHRIN_TYPE_B_RECEPTOR_2,EPHRIN TYPE-B RECEPTOR 2,3,3,targets,single_protein_pref_name,Ephrin type-B receptor 2
rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,3,3,targets,single_protein_pref_name,Equilibrative nucleoside transporter 1
rawtok_ERBB3,ERBB3,3,3,drug_sample,PUTATIVE_TARGET,ERBB3
rawtok_EZH2,EZH2,3,3,drug_sample,PUTATIVE_TARGET,EZH2
rawtok_FERROCHELATASE_MITOCHONDRIAL,"FERROCHELATASE, MITOCHONDRIAL",3,3,targets,single_protein_pref_name,"Ferrochelatase, mitochondrial"
rawtok_FGR,FGR,3,3,drug_sample,PUTATIVE_TARGET,FGR
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_3,FIBROBLAST GROWTH FACTOR RECEPTOR 3,3,3,targets,single_protein_pref_name,Fibroblast growth factor receptor 3
rawtok_FRK,FRK,3,3,drug_sample,PUTATIVE_TARGET,FRK
rawtok_FYN,FYN,3,3,drug_sample,PUTATIVE_TARGET,FYN
rawtok_G_PROTEIN_COUPLED_RECEPTOR_KINASE_4,G PROTEIN-COUPLED RECEPTOR KINASE 4,3,3,targets,single_protein_pref_name,G protein-coupled receptor kinase 4
rawtok_GABBR1,GABBR1,3,3,drug_sample,PUTATIVE_TARGET,GABBR1
rawtok_GPR119,GPR119,3,3,drug_sample,PUTATIVE_TARGET,GPR119
rawtok_HDAC,HDAC,3,3,drug_sample,PUTATIVE_TARGET,HDAC
rawtok_HIF1A,HIF1A,3,3,drug_sample,PUTATIVE_TARGET,HIF1A
rawtok_HISTAMINE_H3_RECEPTOR,HISTAMINE H3 RECEPTOR,3,3,targets,single_protein_pref_name,Histamine H3 receptor
rawtok_HORMONALLY_UP_REGULATED_NEU_TUMOR_ASSOCIATED_KINASE,HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE,3,3,targets,single_protein_pref_name,Hormonally up-regulated neu tumor-associated kinase
rawtok_HTR4,HTR4,3,3,drug_sample,PUTATIVE_TARGET,HTR4
rawtok_IAP,IAP,3,3,drug_sample,PUTATIVE_TARGET,IAP
rawtok_IDO1,IDO1,3,3,drug_sample,PUTATIVE_TARGET,IDO1
rawtok_IL1B,IL1B,3,3,drug_sample,PUTATIVE_TARGET,IL1B
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 3,3,3,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 3
rawtok_IR,IR,3,3,drug_sample,PUTATIVE_TARGET,IR
rawtok_IRAK1,IRAK1,3,3,drug_sample,PUTATIVE_TARGET,IRAK1
rawtok_JNK1,JNK1,3,3,drug_sample,PUTATIVE_TARGET,JNK1
rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,KAPPA-TYPE OPIOID RECEPTOR,3,3,targets,single_protein_pref_name,Kappa-type opioid receptor
rawtok_LIMK1,LIMK1,3,3,drug_sample,PUTATIVE_TARGET,LIMK1
rawtok_LRRK2,LRRK2,3,3,drug_sample,PUTATIVE_TARGET,LRRK2
rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_3,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3,3,3,targets,single_protein_pref_name,MAP/microtubule affinity-regulating kinase 3
rawtok_MATERNAL_EMBRYONIC_LEUCINE_ZIPPER_KINASE,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,3,3,targets,single_protein_pref_name,Maternal embryonic leucine zipper kinase
rawtok_MICROTUBULE_STABILISER,MICROTUBULE STABILISER,3,3,drug_sample,PUTATIVE_TARGET,Microtubule stabiliser
rawtok_MIF,MIF,3,3,drug_sample,PUTATIVE_TARGET,MIF
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,MITOGEN-ACTIVATED PROTEIN KINASE 14,3,3,targets,single_protein_pref_name,Mitogen-activated protein kinase 14
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_12,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12,3,3,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 12
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4,3,3,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 4
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,3,3,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 9
rawtok_MMP12,MMP12,3,3,drug_sample,PUTATIVE_TARGET,MMP12
rawtok_MUTANT_RAS,MUTANT RAS,3,3,drug_sample,PUTATIVE_TARGET,Mutant RAS
rawtok_MYOSIN_LIGHT_CHAIN_KINASE,MYOSIN LIGHT CHAIN KINASE,3,3,targets,single_protein_pref_name,Myosin light chain kinase
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_2_SKELETAL_CARDIAC_MUSCLE,"MYOSIN LIGHT CHAIN KINASE 2, SKELETAL/CARDIAC MUSCLE",3,3,targets,single_protein_pref_name,"Myosin light chain kinase 2, skeletal/cardiac muscle"
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_FAMILY_MEMBER_4,MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4,3,3,targets,single_protein_pref_name,Myosin light chain kinase family member 4
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_SMOOTH_MUSCLE,"MYOSIN LIGHT CHAIN KINASE, SMOOTH MUSCLE",3,3,targets,single_protein_pref_name,"Myosin light chain kinase, smooth muscle"
rawtok_MYOSIN_IIIA,MYOSIN-IIIA,3,3,targets,single_protein_pref_name,Myosin-IIIa
rawtok_MYOTONIN_PROTEIN_KINASE,MYOTONIN-PROTEIN KINASE,3,3,targets,single_protein_pref_name,Myotonin-protein kinase
rawtok_NAMPT,NAMPT,3,3,drug_sample,PUTATIVE_TARGET,NAMPT
rawtok_NOS3,NOS3,3,3,drug_sample,PUTATIVE_TARGET,NOS3
rawtok_NT_3_GROWTH_FACTOR_RECEPTOR,NT-3 GROWTH FACTOR RECEPTOR,3,3,targets,single_protein_pref_name,NT-3 growth factor receptor
rawtok_NTRK3,NTRK3,3,3,drug_sample,PUTATIVE_TARGET,NTRK3
rawtok_OPRL1,OPRL1,3,3,drug_sample,PUTATIVE_TARGET,OPRL1
rawtok_PAK1,PAK1,3,3,drug_sample,PUTATIVE_TARGET,PAK1
rawtok_PARP_1,PARP 1,3,3,drug_feature_summary,mechanism_of_action_list,PARP 1
rawtok_PARP_1_2_AND_3_INHIBITOR,"PARP 1, 2 AND 3 INHIBITOR",3,3,mechanisms,mechanism_of_action,"PARP 1, 2 and 3 inhibitor"
rawtok_PDE3A,PDE3A,3,3,drug_sample,PUTATIVE_TARGET,PDE3A
rawtok_PDK1,PDK1,3,3,drug_sample,PUTATIVE_TARGET,PDK1
rawtok_PDK1_PDPK1,PDK1 (PDPK1),3,3,drug_sample,PUTATIVE_TARGET,PDK1 (PDPK1)
rawtok_PDPK1,PDPK1,3,3,drug_sample,PUTATIVE_TARGET,PDPK1
rawtok_PHOSPHATIDYLINOSITOL_4_KINASE_BETA,PHOSPHATIDYLINOSITOL 4-KINASE BETA,3,3,targets,single_protein_pref_name,Phosphatidylinositol 4-kinase beta
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_B,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT BETA,3,3,targets,single_protein_pref_name,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
rawtok_PI3KGAMMA,PI3KGAMMA,3,3,drug_sample,PUTATIVE_TARGET,PI3Kgamma
rawtok_PKC,PKC,3,3,drug_sample,PUTATIVE_TARGET,PKC
rawtok_PLK2,PLK2,3,3,drug_sample,PUTATIVE_TARGET,PLK2
rawtok_PNP,PNP,3,3,drug_sample,PUTATIVE_TARGET,PNP
rawtok_POLD1,POLD1,3,3,drug_sample,PUTATIVE_TARGET,POLD1
rawtok_PORCN,PORCN,3,3,drug_sample,PUTATIVE_TARGET,PORCN
rawtok_PPM1D,PPM1D,3,3,drug_sample,PUTATIVE_TARGET,PPM1D
rawtok_PRKCE,PRKCE,3,3,drug_sample,PUTATIVE_TARGET,PRKCE
rawtok_PRKCG,PRKCG,3,3,drug_sample,PUTATIVE_TARGET,PRKCG
rawtok_PRKDC,PRKDC,3,3,drug_sample,PUTATIVE_TARGET,PRKDC
rawtok_PROTEIN_DELTA_HOMOLOG_1,PROTEIN DELTA HOMOLOG 1,3,3,targets,single_protein_pref_name,Protein delta homolog 1
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP12,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP12,3,3,targets,single_protein_pref_name,Protein mono-ADP-ribosyltransferase PARP12
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP14,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14,3,3,targets,single_protein_pref_name,Protein mono-ADP-ribosyltransferase PARP14
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP16,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP16,3,3,targets,single_protein_pref_name,Protein mono-ADP-ribosyltransferase PARP16
rawtok_PSMB1,PSMB1,3,3,drug_sample,PUTATIVE_TARGET,PSMB1
